"names_and_lsid","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","Bonn Convention Migratory Taxa","China-Australia Migratory Bird Agreement (CAMBA)","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","WA State Notifiable Pests"
"Cacatua (Licmetis) tenuirostris|https://biodiversity.org.au/afd/taxa/1268648b-451b-4cb1-b931-ef54dcab9ba0|Long-billed Corella|Animalia|Cacatuidae","Cacatua (Licmetis) tenuirostris","(Kuhl, 1820)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Long-billed Corella","655","","","","","","","","","","","","","","",""
"Melithreptus (Eidopsarus) brevirostris|https://biodiversity.org.au/afd/taxa/bdcc0acc-980a-4f51-b8c0-85447ce59bea|Brown-headed Honeyeater|Animalia|Meliphagidae","Melithreptus (Eidopsarus) brevirostris","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Melithreptus","Brown-headed Honeyeater","627","","","","","","","","","","","","","","",""
"Merops (Merops) ornatus|https://biodiversity.org.au/afd/taxa/9f9ddea7-8c74-46df-8ed9-3233d681e354|Rainbow Bee-eater|Animalia|Meropidae","Merops (Merops) ornatus","Latham, 1801","species","Animalia","Chordata","Aves","Coraciiformes","Meropidae","Merops","Rainbow Bee-eater","609","","","","","","","","","","","","","","",""
"Plegadis falcinellus|https://biodiversity.org.au/afd/taxa/da100481-e4a7-4d6e-8535-89a748cf52ad|Glossy Ibis|Animalia|Threskiornithidae","Plegadis falcinellus","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Plegadis","Glossy Ibis","607","","Rare","Listed","","","","","","","","","","Migratory","",""
"Phylidonyris (Meliornis) niger|https://biodiversity.org.au/afd/taxa/148208ff-e6ea-40bd-9999-9f1a6b8acc1e|White-cheeked Honeyeater|Animalia|Meliphagidae","Phylidonyris (Meliornis) niger","(Bechstein, 1811)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Phylidonyris","White-cheeked Honeyeater","606","","","","","","","","","","","","","","",""
"Alisterus scapularis|https://biodiversity.org.au/afd/taxa/55213c39-1809-442e-b5fb-03fb99e8d97a|Australian King-parrot|Animalia|Psittacidae","Alisterus scapularis","(Lichtenstein, 1816)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Alisterus","Australian King-parrot","568","","","","","","","","","","","","","","",""
"Pyrrholaemus sagittatus|https://biodiversity.org.au/afd/taxa/924778ad-245b-400f-a497-af8700c22674|Speckled Warbler|Animalia|Acanthizidae","Pyrrholaemus sagittatus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Pyrrholaemus","Speckled Warbler","555","","","","","Endangered","","","","","","","Vulnerable","","",""
"Cincloramphus (Maclennania) mathewsi|https://biodiversity.org.au/afd/taxa/2a11ad06-7fdc-475b-b2f2-b97d4cb03b12|Rufous Songlark|Animalia|Locustellidae","Cincloramphus (Maclennania) mathewsi","Iredale, 1911","species","Animalia","Chordata","Aves","Passeriformes","Locustellidae","Cincloramphus","Rufous Songlark","537","","","","","","","","","","","","","","",""
"Microeca (Microeca) fascinans|https://biodiversity.org.au/afd/taxa/316c5ff9-137b-4356-a46d-5d136aecb1d1|Jacky Winter|Animalia|Petroicidae","Microeca (Microeca) fascinans","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Microeca","Jacky Winter","533","","","","","","","","","","","","","","",""
"Petroica (Erythrodryas) rosea|https://biodiversity.org.au/afd/taxa/2669ec7c-a97d-4e36-8ae3-b50ad67628d1|Rose Robin|Animalia|Petroicidae","Petroica (Erythrodryas) rosea","Gould, 1840","species","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Petroica","Rose Robin","533","","","","","","","","","","","","","","",""
"Glossopsitta concinna|https://biodiversity.org.au/afd/taxa/f0088853-6045-404b-b866-9f4d6bf15015|Musk Lorikeet|Animalia|Psittacidae","Glossopsitta concinna","(Shaw, 1791)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Glossopsitta","Musk Lorikeet","530","","","","","","","","","","","","","","",""
"Parvipsitta pusilla|https://biodiversity.org.au/afd/taxa/758cd11a-c3fa-40fa-9446-8e76a26ccce5|Little Lorikeet|Animalia|Psittacidae","Parvipsitta pusilla","(Shaw, 1790)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Parvipsitta","Little Lorikeet","514","","Endangered","","","","","","","","","","Vulnerable","","",""
"Porphyrio (Porphyrio) porphyrio|https://biodiversity.org.au/afd/taxa/3dbe8a1f-e562-42ba-a165-565c0704f8f2|Purple Swamphen|Animalia|Rallidae","Porphyrio (Porphyrio) porphyrio","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyrio","Purple Swamphen","507","","","","","","","","","","","","","","",""
"Lalage (Lalage) tricolor|https://biodiversity.org.au/afd/taxa/92358f59-80ae-482f-8979-5679b23e92cc|White-winged Triller|Animalia|Campephagidae","Lalage (Lalage) tricolor","(Swainson, 1825)","species","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Lalage","White-winged Triller","493","","","","","","","Vulnerable","","","","","","","",""
"Podiceps cristatus|https://biodiversity.org.au/afd/taxa/91f0535a-f513-417d-9826-8294ae640785|Great Crested Grebe|Animalia|Podicipedidae","Podiceps cristatus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Great Crested Grebe","493","","","","","","","","Vulnerable","","","","","","",""
"Scythrops novaehollandiae|https://biodiversity.org.au/afd/taxa/1a6f90b8-a051-44be-9e55-988720739d27|Channel-billed Cuckoo|Animalia|Cuculidae","Scythrops novaehollandiae","Latham, 1790","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Scythrops","Channel-billed Cuckoo","488","","","","","","","","","","","","","","",""
"Zapornia pusilla|https://biodiversity.org.au/afd/taxa/ce1a4277-b012-4bcc-a8d7-7246296a1ca1|Baillon's Crake|Animalia|Rallidae","Zapornia pusilla","(Pallas, 1776)","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Zapornia","Baillon's Crake","481","","","","","","","","","","","","","","",""
"Falco (Ieracidea) berigora|https://biodiversity.org.au/afd/taxa/0628244e-287b-4001-946e-5a41ef056f41|Brown Falcon|Animalia|Falconidae","Falco (Ieracidea) berigora","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Brown Falcon","477","","","","","","","","","","","","","","",""
"Nycticorax caledonicus|https://biodiversity.org.au/afd/taxa/dec8c88f-7f20-4f30-b2af-c75d09fb066c|Nankeen Night-heron|Animalia|Ardeidae","Nycticorax caledonicus","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Nycticorax","Nankeen Night-heron","474","","","","","","","","","","","","","","",""
"Lonchura (Lonchura) punctulata|https://biodiversity.org.au/afd/taxa/6cec86b0-32e9-4594-932a-a34a22fdfdad|Nutmeg Munia|Animalia|Estrildidae","Lonchura (Lonchura) punctulata","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Lonchura","Nutmeg Munia","473","","","","","","","","","","","","","","",""
"Falco (Hierofalco) peregrinus|https://biodiversity.org.au/afd/taxa/083b413f-8746-4788-8dc1-3da495d78a79|Peregrine Falcon|Animalia|Falconidae","Falco (Hierofalco) peregrinus","Tunstall, 1771","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Peregrine Falcon","420","","","","","","","","","","","","","Other Specially Protected","",""
"Acridotheres tristis tristis|https://biodiversity.org.au/afd/taxa/98d9a608-5806-4fe7-b77f-d23d5ebd1395|Indian Common Myna|Animalia|Sturnidae","Acridotheres tristis tristis","(Linnaeus, 1766)","subspecies","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","Indian Common Myna","415","","","","","","","","","","","","","","",""
"Gerygone mouki|https://biodiversity.org.au/afd/taxa/e0942c73-0432-4eef-8b53-4a14a5ab26fe|Brown Gerygone|Animalia|Acanthizidae","Gerygone mouki","Mathews, 1903","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Brown Gerygone","397","","","","","","","","","","","","","","",""
"Aquila (Uroaetus) audax|https://biodiversity.org.au/afd/taxa/23e2ccef-06b0-4749-abc6-d8a710b94f69|Wedge-tailed Eagle|Animalia|Accipitridae","Aquila (Uroaetus) audax","(Latham, 1801)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Wedge-tailed Eagle","388","","","","","","","","Endangered","","","","","","",""
"Sphecotheres vieilloti|https://biodiversity.org.au/afd/taxa/849d6f0a-8b54-44b9-a2b0-543cdbe3c42e|Australasian Figbird|Animalia|Oriolidae","Sphecotheres vieilloti","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Passeriformes","Oriolidae","Sphecotheres","Australasian Figbird","377","","","","","","","","","","","","","","",""
"Streptopelia|https://biodiversity.org.au/afd/taxa/289c774f-2034-43d3-babc-393cd42802c2||Animalia|Columbidae","Streptopelia","Bonaparte, 1855","genus","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","","377","","","","","","","","","","","","","","",""
"Circus assimilis|https://biodiversity.org.au/afd/taxa/694a8fde-c6b1-4947-bae1-801541614999|Spotted Harrier|Animalia|Accipitridae","Circus assimilis","Jardine & Selby, 1828","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Spotted Harrier","356","","","","","","","","Endangered","","","","Vulnerable","","",""
"Phalacrocorax (Phalacrocorax) varius|https://biodiversity.org.au/afd/taxa/55994a9e-8ba7-4ff9-89a2-e22586ab25d1|Pied Cormorant|Animalia|Phalacrocoracidae","Phalacrocorax (Phalacrocorax) varius","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Pied Cormorant","355","","","","","","","","","","","","","","",""
"Turnix (Austroturnix) varius|https://biodiversity.org.au/afd/taxa/67c256a8-6a31-46de-9dde-d75d5578496c|Painted Button-quail|Animalia|Turnicidae","Turnix (Austroturnix) varius","(Latham, 1801)","species","Animalia","Chordata","Aves","Turniciformes","Turnicidae","Turnix","Painted Button-quail","350","","","","","","","","","","","","","","",""
"Geopelia|https://biodiversity.org.au/afd/taxa/427aa349-c85c-4281-8ce8-98c12dae00b6||Animalia|Columbidae","Geopelia","Swainson, 1837","genus","Animalia","Chordata","Aves","Columbiformes","Columbidae","Geopelia","","346","","","","","","","","","","","","","","",""
"Recurvirostra novaehollandiae|https://biodiversity.org.au/afd/taxa/c69e7308-527a-429d-a80d-143bd20b5100|Red-necked Avocet|Animalia|Recurvirostridae","Recurvirostra novaehollandiae","Vieillot, 1816","species","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Recurvirostra","Red-necked Avocet","346","","","","","","","","","","","","","","",""
"Accipiter (Paraspizias) cirrocephalus|https://biodiversity.org.au/afd/taxa/02725816-5d59-41e1-aa00-f7cc41cd66dc|Collared Sparrowhawk|Animalia|Accipitridae","Accipiter (Paraspizias) cirrocephalus","(Vieillot, 1817)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Collared Sparrowhawk","329","","","","","","","","Endangered","","","","","","",""
"Cincloramphus timoriensis|https://biodiversity.org.au/afd/taxa/d935c91c-9c33-47bf-ac94-322d131fac27|Tawny Grassbird|Animalia|Locustellidae","Cincloramphus timoriensis","(Wallace, 1864)","species","Animalia","Chordata","Aves","Passeriformes","Locustellidae","Cincloramphus","Tawny Grassbird","324","","","","","","","","","","","","","","",""
"Anas (Anas) platyrhynchos|https://biodiversity.org.au/afd/taxa/21a09d44-a9eb-4a94-a39e-6f7cfeb0f403|Common Mallard|Animalia|Anatidae","Anas (Anas) platyrhynchos","Linnaeus, 1758","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Common Mallard","317","","","","","","","","","","","","","","",""
"Cincloramphus (Cincloramphus) cruralis|https://biodiversity.org.au/afd/taxa/6f0f0293-b957-487b-b367-3faa3d24c0fa|Brown Songlark|Animalia|Locustellidae","Cincloramphus (Cincloramphus) cruralis","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Locustellidae","Cincloramphus","Brown Songlark","316","","","","","","","","","","","","","","",""
"Heteroscenes pallidus|https://biodiversity.org.au/afd/taxa/e948fd99-7550-4d1b-866a-75666cc61f96|Pallid Cuckoo|Animalia|Cuculidae","Heteroscenes pallidus","(Latham, 1801)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Heteroscenes","Pallid Cuckoo","308","","","","","","","","","","","","","","",""
"Himantopus himantopus|https://biodiversity.org.au/afd/taxa/ae8ff359-0981-4618-86a8-e64fb63b7adc|Black-winged Stilt|Animalia|Recurvirostridae","Himantopus himantopus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Black-winged Stilt","301","","","","","","","","","","","","","","",""
"Porzana (Porzana) fluminea|https://biodiversity.org.au/afd/taxa/b7013071-0a6a-4fd7-a084-0b0d3f473828|Australian Spotted Crake|Animalia|Rallidae","Porzana (Porzana) fluminea","Gould, 1843","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Australian Spotted Crake","300","","","","","","","","","","","","","","",""
"Accipiter (Leucospiza) novaehollandiae|https://biodiversity.org.au/afd/taxa/39c42e71-6196-48d9-abef-80262296ef8f|Grey Goshawk|Animalia|Accipitridae","Accipiter (Leucospiza) novaehollandiae","(Gmelin, 1788)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Grey Goshawk","296","","Endangered","","","Endangered","","","Endangered","","","","","","",""
"Lophoictinia isura|https://biodiversity.org.au/afd/taxa/715a2874-1942-4762-866c-1194990e7a91|Square-tailed Kite|Animalia|Accipitridae","Lophoictinia isura","(Gould, 1838)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Lophoictinia","Square-tailed Kite","273","","Endangered","","","Vulnerable","","","Endangered","","","","Vulnerable","","",""
"Zapornia tabuensis|https://biodiversity.org.au/afd/taxa/31f37401-664a-4ec0-beb6-3ee7dcc2cd8b|Spotless Crake|Animalia|Rallidae","Zapornia tabuensis","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Zapornia","Spotless Crake","272","","Rare","","","","","","","","","","","","",""
"Lichenostomus|https://biodiversity.org.au/afd/taxa/0b002779-7df0-4028-993a-85453af0b1a4||Animalia|Meliphagidae","Lichenostomus","Cabanis, 1851","genus","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","","271","","","","","","","","","","","","","","",""
"Falco (Tinnunculus) cenchroides cenchroides|https://biodiversity.org.au/afd/taxa/64872bf3-ecb7-4225-a77a-4679e6a8620e|Nankeen Kestrel|Animalia|Falconidae","Falco (Tinnunculus) cenchroides cenchroides","Vigors & Horsfield, 1827","subspecies","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Nankeen Kestrel","268","","","","","","","","","","","","","","",""
"Petroica (Petroica) goodenovii|https://biodiversity.org.au/afd/taxa/10dbd908-00f3-4ec2-9a9c-a2fd4782eaf1|Red-capped Robin|Animalia|Petroicidae","Petroica (Petroica) goodenovii","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Petroica","Red-capped Robin","264","","","","","","","","","","","","","","",""
"Bubulcus ibis|https://biodiversity.org.au/afd/taxa/b753892a-155e-4190-98ab-8e85cc9840b7|Cattle Egret|Animalia|Ardeidae","Bubulcus ibis","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Bubulcus","Cattle Egret","262","","","","","","","","","","","","","","",""
"Biziura lobata|https://biodiversity.org.au/afd/taxa/53e2d734-5e33-44c2-92f7-edf444377380|Musk Duck|Animalia|Anatidae","Biziura lobata","(Shaw, 1796)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Biziura","Musk Duck","259","","","","","Vulnerable","","","","","","","","","",""
"Coturnix (Coturnix) pectoralis|https://biodiversity.org.au/afd/taxa/d5a8bde0-f56a-4af9-962a-d168b3e3308b|Stubble Quail|Animalia|Phasianidae","Coturnix (Coturnix) pectoralis","Gould, 1837","species","Animalia","Chordata","Aves","Galliformes","Phasianidae","Coturnix","Stubble Quail","259","","","","","","","","","","","","","","",""
"Ardea alba modesta|https://biodiversity.org.au/afd/taxa/51e70463-b658-413e-9c25-ca074d95407f|Great Egret|Animalia|Ardeidae","Ardea alba modesta","Gray, 1831","subspecies","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ardea","Great Egret","257","","","","","","","","","","","","","","",""
"Hieraaetus (Hieraaetus) morphnoides|https://biodiversity.org.au/afd/taxa/b47a4ecd-416b-458c-886a-1dc3490e8175|Little Eagle|Animalia|Accipitridae","Hieraaetus (Hieraaetus) morphnoides","(Gould, 1841)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Hieraaetus","Little Eagle","257","","Vulnerable","","","Vulnerable","","Vulnerable","Endangered","","","","Vulnerable","","",""
"Artamus (Campbellornis) superciliosus|https://biodiversity.org.au/afd/taxa/376d1eb3-4e97-41bf-bce5-548e4ad9f5e2|White-browed Woodswallow|Animalia|Artamidae","Artamus (Campbellornis) superciliosus","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Artamus","White-browed Woodswallow","244","","","","","","","","","","","","","","",""
"Rhipidura (Howeavis) rufifrons|https://biodiversity.org.au/afd/taxa/79c83489-9388-4e71-8718-78a969860907|Rufous Fantail|Animalia|Rhipiduridae","Rhipidura (Howeavis) rufifrons","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rufous Fantail","239","","","Listed","","","","","","","","","","","",""
"Hirundapus caudacutus|https://biodiversity.org.au/afd/taxa/6485cd0c-f104-4950-8cdf-be4d09fc6bbc|White-throated Needletail|Animalia|Apodidae","Hirundapus caudacutus","(Latham, 1801)","species","Animalia","Chordata","Aves","Apodiformes","Apodidae","Hirundapus","White-throated Needletail","229","Listed","","","Listed","Vulnerable","Listed","Vulnerable","","Vulnerable","Vulnerable","","Vulnerable","Migratory","",""
"Chroicocephalus novaehollandiae|https://biodiversity.org.au/afd/taxa/e2070aa5-7ab4-41a8-9b41-b3f0c2e26390|Silver Gull|Animalia|Laridae","Chroicocephalus novaehollandiae","(Stephens, 1826)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Silver Gull","225","","","","","","","","","","","","","","",""
"Alauda arvensis|https://biodiversity.org.au/afd/taxa/d7a096e8-a06c-47a4-bb78-8c1f80142605|Eurasian Skylark|Animalia|Alaudidae","Alauda arvensis","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Alauda","Eurasian Skylark","220","","","","","","","","","","","","","","",""
"Dendrocygna eytoni|https://biodiversity.org.au/afd/taxa/bff03204-824b-416c-98cd-89df714d62fe|Plumed Whistling-duck|Animalia|Anatidae","Dendrocygna eytoni","(Eyton, 1838)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","Plumed Whistling-duck","219","","","","","","","","","","","","","","",""
"Coracina (Coracina) papuensis|https://biodiversity.org.au/afd/taxa/c88e2640-060b-4dff-a3f9-480426f6c915|White-bellied Cuckoo-shrike|Animalia|Campephagidae","Coracina (Coracina) papuensis","(Gmelin, 1788)","species","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","White-bellied Cuckoo-shrike","218","","","","","","","","","","","","","","",""
"Rostratula australis|https://biodiversity.org.au/afd/taxa/0e647393-fbcb-470a-994f-068aebecfceb|Australian Painted Snipe|Animalia|Rostratulidae","Rostratula australis","(Gould, 1838)","species","Animalia","Chordata","Aves","Charadriiformes","Rostratulidae","Rostratula","Australian Painted Snipe","216","","Endangered","","","Critically Endangered","","Endangered","","Endangered","Endangered","Endangered","Endangered","Endangered","",""
"Aegotheles (Aegotheles) cristatus|https://biodiversity.org.au/afd/taxa/ee694d26-6d4d-4837-99ad-9b25d3454d9d|Australian Owlet-nightjar|Animalia|Aegothelidae","Aegotheles (Aegotheles) cristatus","(Shaw, 1790)","species","Animalia","Chordata","Aves","Apodiformes","Aegothelidae","Aegotheles","Australian Owlet-nightjar","215","","","","","","","","","","","","","","",""
"Chlidonias (Pelodes) hybrida|https://biodiversity.org.au/afd/taxa/5f44995b-559b-4dea-a30d-e3f2adf17f8c|Whiskered Tern|Animalia|Laridae","Chlidonias (Pelodes) hybrida","(Pallas, 1811)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chlidonias","Whiskered Tern","214","","","","","","","","","","","","","","",""
"Stictonetta naevosa|https://biodiversity.org.au/afd/taxa/4788c00f-9f49-40c2-8b28-71b3e28d71fd|Freckled Duck|Animalia|Anatidae","Stictonetta naevosa","(Gould, 1841)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Stictonetta","Freckled Duck","213","","Vulnerable","","","Endangered","","","","","","","Vulnerable","","",""
"Oxyura australis|https://biodiversity.org.au/afd/taxa/655adcf7-5bb5-4f94-a0fb-0d5b2f75fba8|Blue-billed Duck|Animalia|Anatidae","Oxyura australis","Gould, 1837","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura","Blue-billed Duck","210","","Rare","","","Vulnerable","","","","","","","Vulnerable","","Rare, Near Threatened",""
"Myiagra (Myiagra) rubecula|https://biodiversity.org.au/afd/taxa/0acb965c-c480-4572-b4d2-51f0955ff404|Leaden Flycatcher|Animalia|Monarchidae","Myiagra (Myiagra) rubecula","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Leaden Flycatcher","197","","","","","","","","","","","","","","",""
"Falcunculus frontatus frontatus|https://biodiversity.org.au/afd/taxa/b33e49ae-4825-45c3-8fc8-79843a70ea65|Eastern Shrike-tit|Animalia|Falcunculidae","Falcunculus frontatus frontatus","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Passeriformes","Falcunculidae","Falcunculus","Eastern Shrike-tit","184","","","","","","","","","","","","","","",""
"Pandion haliaetus|https://biodiversity.org.au/afd/taxa/23a8017a-3a2b-4a52-8ca6-d168bf52659c|Osprey|Animalia|Accipitridae","Pandion haliaetus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","Osprey","184","","","Listed","","","","","Endangered","","","","","Migratory","",""
"Chalcites lucidus|https://biodiversity.org.au/afd/taxa/99e4518d-7877-46c8-a809-7e4e4d5bad81|Shining Bronze-cuckoo|Animalia|Cuculidae","Chalcites lucidus","(Gmelin, 1788)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Chalcites","Shining Bronze-cuckoo","182","","","","","","","","","","","","","","",""
"Hypotaenidia philippensis|https://biodiversity.org.au/afd/taxa/1988c921-43bd-4390-b441-8abc4b26b477|Buff-banded Rail|Animalia|Rallidae","Hypotaenidia philippensis","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Hypotaenidia","Buff-banded Rail","182","","","","","","","","","","","","","","",""
"Cacomantis (Cacomantis) variolosus|https://biodiversity.org.au/afd/taxa/b609e91e-edc2-4c27-81e1-612bedb89d29|Brush Cuckoo|Animalia|Cuculidae","Cacomantis (Cacomantis) variolosus","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Cacomantis","Brush Cuckoo","181","","","","","","","","","","","","","","",""
"Tringa (Rhyacophilus) stagnatilis|https://biodiversity.org.au/afd/taxa/8fa8d059-9ce9-41f4-b604-63408d1de0b4|Marsh Sandpiper|Animalia|Scolopacidae","Tringa (Rhyacophilus) stagnatilis","(Bechstein, 1803)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Marsh Sandpiper","175","Listed","","Listed","Listed","Endangered","Listed","","","","","","","Migratory","",""
"Anthus (Anthus) novaeseelandiae|https://biodiversity.org.au/afd/taxa/e53a981f-22da-4f2f-a489-85c3ee79473e|Australian Pipit|Animalia|Motacillidae","Anthus (Anthus) novaeseelandiae","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Australian Pipit","164","","","","","","","","","","","","","","",""
"Tadorna (Casarca) tadornoides|https://biodiversity.org.au/afd/taxa/046dd167-e59a-4b0f-b573-fc72de406e85|Australian Shelduck|Animalia|Anatidae","Tadorna (Casarca) tadornoides","(Jardine & Selby, 1828)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Tadorna","Australian Shelduck","158","","","","","","","","","","","","","","",""
"Calidris pugnax|https://biodiversity.org.au/afd/taxa/177fbe63-4e52-4dd1-9f05-cf64ab8c48c8|Ruff|Animalia|Scolopacidae","Calidris pugnax","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Ruff","155","Listed","Rare","Listed","Listed","","Listed","","","","","","","Migratory","",""
"Ardea intermedia|https://biodiversity.org.au/afd/taxa/82bed74a-c22a-4c65-8fe7-ac335f199708|Intermediate Egret|Animalia|Ardeidae","Ardea intermedia","Wagler, 1829","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ardea","Intermediate Egret","152","","","","","","","","","","","","","","",""
"Tringa (Glottis) nebularia|https://biodiversity.org.au/afd/taxa/d792ddc0-bdc2-4764-ab9c-ea9e43cd586e|Common Greenshank|Animalia|Scolopacidae","Tringa (Glottis) nebularia","(Gunnerus, 1767)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Common Greenshank","151","Listed","","Listed","Listed","Endangered","Listed","","","Endangered","Endangered","","Endangered","Migratory","",""
"Botaurus poiciloptilus|https://biodiversity.org.au/afd/taxa/dba78701-cae9-4afb-a41a-6697c52c5e34|Australasian Bittern|Animalia|Ardeidae","Botaurus poiciloptilus","(Wagler, 1827)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Botaurus","Australasian Bittern","149","","Endangered","","","Critically Endangered","","Endangered","","Endangered","Endangered","","Endangered","Endangered","",""
"Artamus (Angroyan) cyanopterus cyanopterus|https://biodiversity.org.au/afd/taxa/41a00b10-fa31-4b4f-8dc2-b12293f46ee2|Eastern Dusky Woodswallow|Animalia|Artamidae","Artamus (Angroyan) cyanopterus cyanopterus","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Passeriformes","Artamidae","Artamus","Eastern Dusky Woodswallow","147","","","","","","","","","","","","","","",""
"Corvus mellori|https://biodiversity.org.au/afd/taxa/713303da-f7b7-47a9-8ba1-2880941f9d28|Little Raven|Animalia|Corvidae","Corvus mellori","Mathews, 1912","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Little Raven","146","","","","","","","","","","","","","","",""
"Lathamus discolor|https://biodiversity.org.au/afd/taxa/4cb195fd-b127-44cb-ad85-a62d224e9a96|Swift Parrot|Animalia|Psittacidae","Lathamus discolor","(Shaw, 1790)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Lathamus","Swift Parrot","141","","Endangered","","","Critically Endangered","","Critically Endangered","Endangered","Endangered","Critically Endangered","","Endangered","","",""
