"names_and_lsid","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","Bonn Convention Migratory Taxa","China-Australia Migratory Bird Agreement (CAMBA)","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","WA State Notifiable Pests"
"Malurus (Malurus) cyaneus|https://biodiversity.org.au/afd/taxa/ae56080e-4e73-457d-93a1-0be6a1d50f34|Superb Fairy-wren|Animalia|Maluridae","Malurus (Malurus) cyaneus","(Ellis, 1782)","species","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","Superb Fairy-wren","12063","","","","","","","","","","","","","","",""
"Grallina cyanoleuca|https://biodiversity.org.au/afd/taxa/ce17b284-d607-496a-992f-f3129bfd3997|Magpie-lark|Animalia|Monarchidae","Grallina cyanoleuca","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Grallina","Magpie-lark","10169","","","","","","","","","","","","","","",""
"Gymnorhina tibicen|https://biodiversity.org.au/afd/taxa/5291343e-fdeb-4a65-8ba5-928f5b96acf5|Australian Magpie|Animalia|Artamidae","Gymnorhina tibicen","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Gymnorhina","Australian Magpie","8603","","","","","","","","","","","","","","",""
"Corvus coronoides|https://biodiversity.org.au/afd/taxa/8117f68b-5460-4626-8400-e171464e08ad|Australian Raven|Animalia|Corvidae","Corvus coronoides","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Australian Raven","8552","","","","","","","","","","","","","","",""
"Rhipidura (Sauloprocta) leucophrys|https://biodiversity.org.au/afd/taxa/1c4dce12-16f6-49ab-b578-0673551214fd|Willie Wagtail|Animalia|Rhipiduridae","Rhipidura (Sauloprocta) leucophrys","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Willie Wagtail","8412","","","","","","","","","","","","","","",""
"Neochmia (Aegintha) temporalis|https://biodiversity.org.au/afd/taxa/984826e3-cee5-4cc6-b993-ecce9d8dbdaf|Red-browed Finch|Animalia|Estrildidae","Neochmia (Aegintha) temporalis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Neochmia","Red-browed Finch","7978","","","","","","","","","","","","","","",""
"Acridotheres tristis|https://biodiversity.org.au/afd/taxa/56d25dd8-4282-4cd6-9bc7-baaa0b8adfc4|Common Myna|Animalia|Sturnidae","Acridotheres tristis","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","Common Myna","7172","","","","","","","","","","","","","","",""
"Hirundo (Hirundo) neoxena|https://biodiversity.org.au/afd/taxa/4e118c73-06a7-4131-bd67-5da5d2d61fd7|Welcome Swallow|Animalia|Hirundinidae","Hirundo (Hirundo) neoxena","Gould, 1843","species","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Welcome Swallow","6896","","","","","","","","","","","","","","",""
"Anas (Anas) superciliosa|https://biodiversity.org.au/afd/taxa/241dd5c6-1235-4eb9-b3d5-a44af6b0d444|Pacific Black Duck|Animalia|Anatidae","Anas (Anas) superciliosa","Gmelin, 1789","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Pacific Black Duck","6828","","","","","","","","","","","","","","",""
"Vanellus (Lobipluvia) miles|https://biodiversity.org.au/afd/taxa/46306d30-cfa1-4528-906b-cae2e9c5c0e8|Masked Lapwing|Animalia|Charadriidae","Vanellus (Lobipluvia) miles","(Boddaert, 1783)","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Masked Lapwing","6586","","","","","","","","","","","","","","",""
"Manorina (Myzantha) melanocephala|https://biodiversity.org.au/afd/taxa/ee7498bf-c57c-4463-b313-710d4959cc95|Noisy Miner|Animalia|Meliphagidae","Manorina (Myzantha) melanocephala","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Noisy Miner","6236","","","","","","","","","","","","","","",""
"Caligavis chrysops|https://biodiversity.org.au/afd/taxa/e8f3c958-c71f-4ee9-b2a0-230bed965e35|Yellow-faced Honeyeater|Animalia|Meliphagidae","Caligavis chrysops","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Caligavis","Yellow-faced Honeyeater","6106","","","","","","","","","","","","","","",""
"Zosterops lateralis|https://biodiversity.org.au/afd/taxa/fe0d4e5e-6bd5-4e46-a77c-00e8cec73410|Silvereye|Animalia|Zosteropidae","Zosterops lateralis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Silvereye","6024","","","","","","","","","","","","","","",""
"Egretta novaehollandiae|https://biodiversity.org.au/afd/taxa/8fd1977b-9edf-4ddf-b6cf-24a09db4d18c|White-faced Heron|Animalia|Ardeidae","Egretta novaehollandiae","(Latham, 1790)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","White-faced Heron","5340","","","","","","","","","","","","","","",""
"Rhipidura (Rhipidura) albiscapa|https://biodiversity.org.au/afd/taxa/97a59c84-af21-4cdc-bac7-a97c5201db42|Grey Fantail|Animalia|Rhipiduridae","Rhipidura (Rhipidura) albiscapa","Gould, 1840","species","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Grey Fantail","5308","","","","","","","","","","","","","","",""
"Spilopelia chinensis|https://biodiversity.org.au/afd/taxa/d3bf2b8a-e178-4adb-9c5e-bef63c34e032|Spotted Turtle-dove|Animalia|Columbidae","Spilopelia chinensis","(Scopoli, 1786)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Spilopelia","Spotted Turtle-dove","5243","","","","","","","","","","","","","","",""
"Fulica atra|https://biodiversity.org.au/afd/taxa/bb53b420-0a1f-4a49-9d1e-2a6154c685a8|Eurasian Coot|Animalia|Rallidae","Fulica atra","Linnaeus, 1758","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Eurasian Coot","5062","","","","","","","","","","","","","","",""
"Eopsaltria (Eopsaltria) australis|https://biodiversity.org.au/afd/taxa/2b0e8999-4326-42b9-922a-cfc48a15661a|Eastern Yellow Robin|Animalia|Petroicidae","Eopsaltria (Eopsaltria) australis","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Eopsaltria","Eastern Yellow Robin","4944","","","","","","","","","","","","","","",""
"Coracina (Coracina) novaehollandiae|https://biodiversity.org.au/afd/taxa/69c22b10-ff42-4bef-bb0f-88dc01a8f96c|Black-faced Cuckoo-shrike|Animalia|Campephagidae","Coracina (Coracina) novaehollandiae","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","Black-faced Cuckoo-shrike","4925","","","","","","","","","","","","","","",""
"Acanthiza (Subacanthiza) nana|https://biodiversity.org.au/afd/taxa/f27f902e-e7a7-4a3b-be0c-13310b16d008|Yellow Thornbill|Animalia|Acanthizidae","Acanthiza (Subacanthiza) nana","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Yellow Thornbill","4816","","","","","","","","","","","","","","",""
"Ocyphaps lophotes|https://biodiversity.org.au/afd/taxa/a7b00ef0-108f-44d9-bf89-a062c8674335|Crested Pigeon|Animalia|Columbidae","Ocyphaps lophotes","(Temminck, 1822)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Ocyphaps","Crested Pigeon","4744","","","","","","","","","","","","","","",""
"Pycnonotus (Pycnonotus) jocosus|https://biodiversity.org.au/afd/taxa/e15e755c-cd56-4f5f-a8ff-3b98b3b5625d|Red-whiskered Bulbul|Animalia|Pycnonotidae","Pycnonotus (Pycnonotus) jocosus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","Red-whiskered Bulbul","4692","","","","","","","","","","","","","","",""
"Gallinula (Gallinula) tenebrosa|https://biodiversity.org.au/afd/taxa/b5e44fea-a0a2-412b-a1f7-476b3c1e8e03|Dusky Moorhen|Animalia|Rallidae","Gallinula (Gallinula) tenebrosa","Gould, 1846","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallinula","Dusky Moorhen","4661","","","","","","","","","","","","","","",""
"Chenonetta jubata|https://biodiversity.org.au/afd/taxa/31944e98-202b-4c14-b480-6508740dde58|Australian Wood Duck|Animalia|Anatidae","Chenonetta jubata","(Latham, 1801)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chenonetta","Australian Wood Duck","4469","","","","","","","","","","","","","","",""
"Trichoglossus|https://biodiversity.org.au/afd/taxa/049f8f82-2064-4910-b4a8-21bdf68f40d2||Animalia|Psittacidae","Trichoglossus","Stephens, 1826","genus","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Trichoglossus","","4364","","","","","","","","","","","","","","",""
"Threskiornis moluccus|https://biodiversity.org.au/afd/taxa/f5f5ddd8-ae6a-431b-9e08-3e992b12fa64|Australian White Ibis|Animalia|Threskiornithidae","Threskiornis moluccus","(Cuvier, 1829)","species","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Australian White Ibis","4263","","","","","","","","","","","","","","",""
"Microcarbo melanoleucos|https://biodiversity.org.au/afd/taxa/0b7c528a-4104-4a96-853e-05a37c327067|Little Pied Cormorant|Animalia|Phalacrocoracidae","Microcarbo melanoleucos","(Vieillot, 1817)","species","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo","Little Pied Cormorant","4238","","","","","","","","","","","","","","",""
"Pelecanus conspicillatus|https://biodiversity.org.au/afd/taxa/43abe3ea-7ccc-41cc-920f-d9cfa107207e|Australian Pelican|Animalia|Pelecanidae","Pelecanus conspicillatus","Temminck, 1824","species","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Australian Pelican","4166","","","","","","","","","","","","","","",""
"Manorina (Manorina) melanophrys|https://biodiversity.org.au/afd/taxa/c78d1e86-c51b-4c83-b0ff-fe051ca06e70|Bell Miner|Animalia|Meliphagidae","Manorina (Manorina) melanophrys","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Bell Miner","4119","","","","","","","","","","","","","","",""
"Sturnus (Sturnus) vulgaris|https://biodiversity.org.au/afd/taxa/dadc6ab4-e986-4173-a476-2760b9760061|Common Starling|Animalia|Sturnidae","Sturnus (Sturnus) vulgaris","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Common Starling","4092","","","","","","","","","","","","","","","Y"
"Porphyrio (Porphyrio) porphyrio melanotus|https://biodiversity.org.au/afd/taxa/853df087-8292-4276-8ff8-eca476d33b0b|Australasian Purple Swamphen|Animalia|Rallidae","Porphyrio (Porphyrio) porphyrio melanotus","Temminck, 1820","subspecies","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyrio","Australasian Purple Swamphen","4043","","","","","","","","","","","","","","",""
"Phalacrocorax (Phalacrocorax) sulcirostris|https://biodiversity.org.au/afd/taxa/c96b19fd-2a54-4361-a5cf-baecf741310e|Little Black Cormorant|Animalia|Phalacrocoracidae","Phalacrocorax (Phalacrocorax) sulcirostris","(Brandt, 1837)","species","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Little Black Cormorant","3875","","","","","","","","","","","","","","",""
"Eolophus roseicapilla|https://biodiversity.org.au/afd/taxa/9b4ad548-8bb3-486a-ab0a-905506c463ea|Galah|Animalia|Cacatuidae","Eolophus roseicapilla","(Vieillot, 1817)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Eolophus","Galah","3776","","","","","","","","","","","","","","",""
"Cracticus torquatus|https://biodiversity.org.au/afd/taxa/681ea214-3788-4cc6-8b97-0b325d6bba6b|Grey Butcherbird|Animalia|Artamidae","Cracticus torquatus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Cracticus","Grey Butcherbird","3746","","","","","","","","","","","","","","",""
"Dacelo (Dacelo) novaeguineae|https://biodiversity.org.au/afd/taxa/1fc76c4d-4830-4129-9b86-1c7e944c3c50|Laughing Kookaburra|Animalia|Alcedinidae","Dacelo (Dacelo) novaeguineae","(Hermann, 1783)","species","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Dacelo","Laughing Kookaburra","3607","","","","","","","","","","","","","","",""
"Anas gracilis|https://biodiversity.org.au/afd/taxa/b6f1a62e-55fa-4fa6-9e08-74003d6b704b|Grey Teal|Animalia|Anatidae","Anas gracilis","Buller, 1869","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Grey Teal","3583","","","","","","","","","","","","","","",""
"Pachycephala (Alisterornis) rufiventris|https://biodiversity.org.au/afd/taxa/378bdcd1-f52a-4907-9f71-0541b05437da|Rufous Whistler|Animalia|Pachycephalidae","Pachycephala (Alisterornis) rufiventris","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Rufous Whistler","3471","","","","","","","","","","","","","","",""
"Tachybaptus novaehollandiae|https://biodiversity.org.au/afd/taxa/cb748125-0c06-4649-8ed8-e379e81e53c1|Australasian Grebe|Animalia|Podicipedidae","Tachybaptus novaehollandiae","(Stephens, 1826)","species","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Tachybaptus","Australasian Grebe","3439","","","","","","","","","","","","","","",""
"Cygnus atratus|https://biodiversity.org.au/afd/taxa/e848916c-5f2d-43ef-8cba-8e32a9034377|Black Swan|Animalia|Anatidae","Cygnus atratus","(Latham, 1801)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Black Swan","3401","","","","","","","","","","","","","","",""
"Cisticola (Cisticola) exilis|https://biodiversity.org.au/afd/taxa/53475503-df32-4121-9bb5-b5a013ee8985|Golden-headed Cisticola|Animalia|Cisticolidae","Cisticola (Cisticola) exilis","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Cisticolidae","Cisticola","Golden-headed Cisticola","3390","","","","","","","","","","","","","","",""
"Ardea alba|https://biodiversity.org.au/afd/taxa/143cc9f0-bc3c-45b7-8e1c-21fbe9319bba|Great Egret|Animalia|Ardeidae","Ardea alba","Linnaeus, 1758","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ardea","Great Egret","3378","","","","","","","","","","","","","","",""
"Anas (Nettion) castanea|https://biodiversity.org.au/afd/taxa/dd8852f7-9903-4222-b596-7ccce70aaa33|Chestnut Teal|Animalia|Anatidae","Anas (Nettion) castanea","(Eyton, 1838)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Chestnut Teal","3297","","","","","","","","","","","","","","",""
"Anhinga novaehollandiae|https://biodiversity.org.au/afd/taxa/c1d3308d-b6d6-496c-81b0-97c689259d3a|Australasian Darter|Animalia|Anhingidae","Anhinga novaehollandiae","(Gould, 1847)","species","Animalia","Chordata","Aves","Pelecaniformes","Anhingidae","Anhinga","Australasian Darter","3216","","","","","","","","","","","","","","",""
"Acrocephalus (Acrocephalus) australis|https://biodiversity.org.au/afd/taxa/51829a26-3d88-4238-be5b-354de5174292|Australian Reed Warbler|Animalia|Acrocephalidae","Acrocephalus (Acrocephalus) australis","(Gould, 1838)","species","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Acrocephalus","Australian Reed Warbler","3163","","","","","","","","","","","","","","",""
"Ptilotula penicillata|https://biodiversity.org.au/afd/taxa/daa188cc-adc2-4b8b-92e9-d8f4ee0b28d7|White-plumed Honeyeater|Animalia|Meliphagidae","Ptilotula penicillata","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Ptilotula","White-plumed Honeyeater","3130","","","","","","","","","","","","","","",""
"Threskiornis spinicollis|https://biodiversity.org.au/afd/taxa/c319dbaf-a363-4853-b333-75f14c47fc82|Straw-necked Ibis|Animalia|Threskiornithidae","Threskiornis spinicollis","(Jameson, 1835)","species","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Straw-necked Ibis","3115","","","","","","","","","","","","","","",""
"Ptilotula fusca|https://biodiversity.org.au/afd/taxa/bb6fbfb9-57d4-451b-b11b-9307e27e97ff|Fuscous Honeyeater|Animalia|Meliphagidae","Ptilotula fusca","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Ptilotula","Fuscous Honeyeater","3088","","","","","","","","","","","","","","",""
"Pachycephala (Pachycephala) pectoralis|https://biodiversity.org.au/afd/taxa/30edbd1a-6367-4d84-87f1-3566e6cc54d6|Golden Whistler|Animalia|Pachycephalidae","Pachycephala (Pachycephala) pectoralis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Golden Whistler","3051","","","","","","","","","","","","","","",""
"Psephotus haematonotus|https://biodiversity.org.au/afd/taxa/7890d5ed-3830-435e-98cb-88c6a1103a91|Red-rumped Parrot|Animalia|Psittacidae","Psephotus haematonotus","(Gould, 1838)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Psephotus","Red-rumped Parrot","2931","","","","","","","","","","","","","","",""
"Psophodes (Psophodes) olivaceus|https://biodiversity.org.au/afd/taxa/7d461feb-7587-49b6-9f8e-897069e3b8a8|Eastern Whipbird|Animalia|Psophodidae","Psophodes (Psophodes) olivaceus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Psophodidae","Psophodes","Eastern Whipbird","2859","","","","","","","","","","","","","","",""
"Pardalotus (Pardalotus) punctatus|https://biodiversity.org.au/afd/taxa/5254fe03-630b-44b2-9233-df51a7b8f25f|Spotted Pardalote|Animalia|Pardalotidae","Pardalotus (Pardalotus) punctatus","(Shaw, 1792)","species","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Spotted Pardalote","2788","","","","","","","","","","","","","","",""
"Columba (Columba) livia|https://biodiversity.org.au/afd/taxa/bf8abc11-ebe1-4f1a-9950-805e5bfcf90a|Rock Dove|Animalia|Columbidae","Columba (Columba) livia","Gmelin, 1789","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Rock Dove","2782","","","","","","","","","","","","","","",""
"Passer (Passer) domesticus|https://biodiversity.org.au/afd/taxa/33702f89-60b2-4098-9cb0-20180783514d|House Sparrow|Animalia|Passeridae","Passer (Passer) domesticus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","House Sparrow","2760","","","","","","","","","","","","","","",""
"Colluricincla (Colluricincla) harmonica|https://biodiversity.org.au/afd/taxa/7af45089-4a0f-4303-a417-1708623809af|Grey Shrike-thrush|Animalia|Pachycephalidae","Colluricincla (Colluricincla) harmonica","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","Grey Shrike-thrush","2738","","","","","","","","","","","","","","",""
"Elanus axillaris|https://biodiversity.org.au/afd/taxa/e382a431-801d-4a24-9a5a-03a262be9279|Black-shouldered Kite|Animalia|Accipitridae","Elanus axillaris","(Latham, 1801)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Black-shouldered Kite","2707","","","","","","","","Endangered","","","","","","",""
"Acanthorhynchus tenuirostris|https://biodiversity.org.au/afd/taxa/2c1a9dfc-56b2-404d-b8fa-360110d04167|Eastern Spinebill|Animalia|Meliphagidae","Acanthorhynchus tenuirostris","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Acanthorhynchus","Eastern Spinebill","2705","","","","","","","","","","","","","","",""
"Turdus merula|https://biodiversity.org.au/afd/taxa/7f0b5430-3e37-4dd4-8dff-d6b288cde445|Eurasian Blackbird|Animalia|Turdidae","Turdus merula","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Eurasian Blackbird","2703","","","","","","","","","","","","","","",""
"Petrochelidon (Petrochelidon) ariel|https://biodiversity.org.au/afd/taxa/f29f01e6-0bfe-4621-b068-42dac6c758dc|Fairy Martin|Animalia|Hirundinidae","Petrochelidon (Petrochelidon) ariel","(Gould, 1842)","species","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Fairy Martin","2652","","","","","","","","","","","","","","",""
"Cacatua (Cacatua) galerita|https://biodiversity.org.au/afd/taxa/2c33a1fd-34f4-48ec-9ae6-38b51f2aa7ea|Sulphur-crested Cockatoo|Animalia|Cacatuidae","Cacatua (Cacatua) galerita","(Latham, 1790)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Sulphur-crested Cockatoo","2581","","","","","","","","","","","","","","",""
"Platycercus (Violania) eximius|https://biodiversity.org.au/afd/taxa/cb4f06b4-75cc-470e-a238-102e6f913658|Eastern Rosella|Animalia|Psittacidae","Platycercus (Violania) eximius","(Shaw, 1792)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","Eastern Rosella","2569","","","","","","","","","","","","","","",""
"Stizoptera bichenovii|https://biodiversity.org.au/afd/taxa/49c8e347-c875-4a41-aa97-164e36dedb88|Double-barred Finch|Animalia|Estrildidae","Stizoptera bichenovii","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Stizoptera","Double-barred Finch","2526","","","","","","","","","","","","","","",""
"Bubulcus ibis coromandus|https://biodiversity.org.au/afd/taxa/c4bd1ec3-4c3c-4c6f-8831-8ed03ab12747|Eastern Cattle Egret|Animalia|Ardeidae","Bubulcus ibis coromandus","(Boddaert, 1783)","subspecies","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Bubulcus","Eastern Cattle Egret","2504","","","","","","","","","","","","","","",""
"Anthochaera (Anthochaera) carunculata|https://biodiversity.org.au/afd/taxa/8204979f-5302-41ea-943f-01d3c420f7bb|Red Wattlebird|Animalia|Meliphagidae","Anthochaera (Anthochaera) carunculata","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","Red Wattlebird","2497","","","","","","","","","","","","","","",""
"Cacatua (Licmetis) sanguinea|https://biodiversity.org.au/afd/taxa/34b31e86-7ade-4cba-960f-82a6ae586206|Little Corella|Animalia|Cacatuidae","Cacatua (Licmetis) sanguinea","Gould, 1843","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Little Corella","2496","","","","","","","","","","","","","","",""
"Strepera (Strepera) graculina|https://biodiversity.org.au/afd/taxa/eb315a61-418b-4a12-bc98-9096fe17bde9|Pied Currawong|Animalia|Artamidae","Strepera (Strepera) graculina","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Strepera","Pied Currawong","2459","","","","","","","","","","","","","","",""
"Platalea (Platalea) regia|https://biodiversity.org.au/afd/taxa/24c21411-d78c-415d-a848-f0abb83b615a|Royal Spoonbill|Animalia|Threskiornithidae","Platalea (Platalea) regia","Gould, 1838","species","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Platalea","Royal Spoonbill","2378","","","","","","","","","","","","","","",""
"Himantopus himantopus leucocephalus|https://biodiversity.org.au/afd/taxa/f4231e76-e3a9-4787-b392-1e3b6a449ce5|Pied Stilt|Animalia|Recurvirostridae","Himantopus himantopus leucocephalus","Gould, 1837","subspecies","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Pied Stilt","2245","","","","","","","","","","","","","","",""
"Lichenostomus melanops|https://biodiversity.org.au/afd/taxa/38456f6b-ff63-4077-bf12-853d456bd1b6|Yellow-tufted Honeyeater|Animalia|Meliphagidae","Lichenostomus melanops","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","Yellow-tufted Honeyeater","2116","","","","","","","","","","","","","","",""
"Sericornis (Sericornis) frontalis|https://biodiversity.org.au/afd/taxa/031b2b69-e9fc-44c6-9df9-03c1470d5ec3|White-browed Scrubwren|Animalia|Acanthizidae","Sericornis (Sericornis) frontalis","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Sericornis","White-browed Scrubwren","2111","","","","","","","","","","","","","","",""
"Elseyornis melanops|https://biodiversity.org.au/afd/taxa/29cbe213-85a4-46b7-b373-4c503231f299|Black-fronted Dotterel|Animalia|Charadriidae","Elseyornis melanops","(Vieillot, 1818)","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Elseyornis","Black-fronted Dotterel","2109","","","","","","","","","","","","","","",""
"Myiagra (Seisura) inquieta|https://biodiversity.org.au/afd/taxa/1b11ebd1-7e44-4d81-8c12-7141ffddfc78|Restless Flycatcher|Animalia|Monarchidae","Myiagra (Seisura) inquieta","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Restless Flycatcher","2045","","Rare","","","","","","","","","","","","",""
"Phylidonyris (Meliornis) novaehollandiae|https://biodiversity.org.au/afd/taxa/da002998-b551-4328-ac4e-5e04fc72708b|New Holland Honeyeater|Animalia|Meliphagidae","Phylidonyris (Meliornis) novaehollandiae","(Latham, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Phylidonyris","New Holland Honeyeater","2039","","","","","","","","","","","","","","",""
"Trichoglossus haematodus|https://biodiversity.org.au/afd/taxa/c517dae5-6bf7-48e8-8501-53e8b87e89a4|Rainbow Lorikeet|Animalia|Psittacidae","Trichoglossus haematodus","(Linnaeus, 1771)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Trichoglossus","Rainbow Lorikeet","1998","","","","","","","","","","","","","","",""
"Todiramphus (Todiramphus) sanctus|https://biodiversity.org.au/afd/taxa/135cc880-f84e-4470-a1c1-fbce3a0ed534|Sacred Kingfisher|Animalia|Alcedinidae","Todiramphus (Todiramphus) sanctus","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Todiramphus","Sacred Kingfisher","1993","","","","","","","","","","","","","","",""
"Phalacrocorax (Phalacrocorax) carbo|https://biodiversity.org.au/afd/taxa/29472c00-22e3-42c3-b562-107bd28d1bdc|Great Cormorant|Animalia|Phalacrocoracidae","Phalacrocorax (Phalacrocorax) carbo","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Great Cormorant","1938","","","","","","","","","","","","","","",""
"Falco (Tinnunculus) cenchroides|https://biodiversity.org.au/afd/taxa/8f6b91ae-4019-490c-a133-73acb05d25e8|Nankeen Kestrel|Animalia|Falconidae","Falco (Tinnunculus) cenchroides","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Nankeen Kestrel","1911","","","","","","","","","","","","","","",""
"Oriolus (Mimeta) sagittatus|https://biodiversity.org.au/afd/taxa/feb4b239-685b-4238-8fef-5b755d9538c9|Olive-backed Oriole|Animalia|Oriolidae","Oriolus (Mimeta) sagittatus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Oriolidae","Oriolus","Olive-backed Oriole","1909","","","","","","","","","","","","","","",""
