"names_and_lsid","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","China-Australia Migratory Bird Agreement (CAMBA)","Bonn Convention Migratory Taxa","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","WA State Notifiable Pests"
"Arenaria interpres|https://biodiversity.org.au/afd/taxa/2fa47871-3637-4b3a-bfd8-89750d53e8fa|Ruddy Turnstone|Animalia|Scolopacidae","Arenaria interpres","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Ruddy Turnstone","30","Listed","","Listed","Listed","Endangered","Listed","","","Vulnerable","Vulnerable","","","Migratory","",""
"Charadrius (Charadrius) ruficapillus|https://biodiversity.org.au/afd/taxa/9cc11ab9-ab7a-43d6-a04f-3ae4c7a1a42a|Red-capped Plover|Animalia|Charadriidae","Charadrius (Charadrius) ruficapillus","Temminck, 1821","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Red-capped Plover","30","","","","","","","","","","","","","","",""
"Lewinia pectoralis|https://biodiversity.org.au/afd/taxa/a6a18732-c749-4c2a-968c-b35e95270dde|Lewin's Rail|Animalia|Rallidae","Lewinia pectoralis","(Temminck, 1831)","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewin's Rail","30","","","","","Vulnerable","","","","","","","","","",""
"Threskiornis moluccus|https://biodiversity.org.au/afd/taxa/f5f5ddd8-ae6a-431b-9e08-3e992b12fa64|Australian White Ibis|Animalia|Threskiornithidae","Threskiornis moluccus","(Cuvier, 1829)","species","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Australian White Ibis","30","","","","","","","","","","","","","","",""
"Columba (Columba) livia|https://biodiversity.org.au/afd/taxa/bf8abc11-ebe1-4f1a-9950-805e5bfcf90a|Rock Dove|Animalia|Columbidae","Columba (Columba) livia","Gmelin, 1789","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Rock Dove","29","","","","","","","","","","","","","","",""
"Phalacrocorax (Phalacrocorax) carbo novaehollandiae|https://biodiversity.org.au/afd/taxa/fedb1dfe-37ad-4bd7-aa97-4509b2ac84be|Australasian Great Cormorant|Animalia|Phalacrocoracidae","Phalacrocorax (Phalacrocorax) carbo novaehollandiae","Stephens, 1826","subspecies","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Australasian Great Cormorant","29","","","","","","","","","","","","","","",""
"Elseyornis melanops|https://biodiversity.org.au/afd/taxa/29cbe213-85a4-46b7-b373-4c503231f299|Black-fronted Dotterel|Animalia|Charadriidae","Elseyornis melanops","(Vieillot, 1818)","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Elseyornis","Black-fronted Dotterel","27","","","","","","","","","","","","","","",""
"PROCELLARIIDAE|https://biodiversity.org.au/afd/taxa/91db82ae-137a-47ea-9e81-b87275fb5e69|Atlantic Petrel|Animalia|Procellariidae","PROCELLARIIDAE","Leach, 1820","family","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","","Atlantic Petrel","26","","","","","","","","","","","","","","",""
"Nesoptilotis leucotis|https://biodiversity.org.au/afd/taxa/adf11871-c02e-4864-83ae-393d528614b7|White-eared Honeyeater|Animalia|Meliphagidae","Nesoptilotis leucotis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Nesoptilotis","White-eared Honeyeater","25","","","","","","","","","","","","","","",""
"Stercorarius parasiticus|https://biodiversity.org.au/afd/taxa/af4aa046-93bb-40b9-9114-71bbe1225eb5|Arctic Skua|Animalia|Stercorariidae","Stercorarius parasiticus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius","Arctic Skua","24","Listed","","Listed","","","Listed","","","","","","","Migratory","",""
"Turdus merula|https://biodiversity.org.au/afd/taxa/7f0b5430-3e37-4dd4-8dff-d6b288cde445|Eurasian Blackbird|Animalia|Turdidae","Turdus merula","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Eurasian Blackbird","24","","","","","","","","","","","","","","",""
"Cacomantis (Cacomantis) variolosus|https://biodiversity.org.au/afd/taxa/b609e91e-edc2-4c27-81e1-612bedb89d29|Brush Cuckoo|Animalia|Cuculidae","Cacomantis (Cacomantis) variolosus","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Cacomantis","Brush Cuckoo","23","","","","","","","","","","","","","","",""
"Hylacola pyrrhopygia|https://biodiversity.org.au/afd/taxa/c88390d9-2583-474b-b576-b00349b7eb3b|Chestnut-rumped Heathwren|Animalia|Acanthizidae","Hylacola pyrrhopygia","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Hylacola","Chestnut-rumped Heathwren","23","","","","","Vulnerable","","","","","","","","","",""
"Petrochelidon (Petrochelidon) ariel|https://biodiversity.org.au/afd/taxa/f29f01e6-0bfe-4621-b068-42dac6c758dc|Fairy Martin|Animalia|Hirundinidae","Petrochelidon (Petrochelidon) ariel","(Gould, 1842)","species","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Fairy Martin","23","","","","","","","","","","","","","","",""
"Falco (Ieracidea) berigora|https://biodiversity.org.au/afd/taxa/0628244e-287b-4001-946e-5a41ef056f41|Brown Falcon|Animalia|Falconidae","Falco (Ieracidea) berigora","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Brown Falcon","22","","","","","","","","","","","","","","",""
"Pandion haliaetus|https://biodiversity.org.au/afd/taxa/23a8017a-3a2b-4a52-8ca6-d168bf52659c|Osprey|Animalia|Accipitridae","Pandion haliaetus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","Osprey","22","","","","Listed","","","","Endangered","","","","","Migratory","",""
"Porphyrio (Porphyrio) porphyrio|https://biodiversity.org.au/afd/taxa/3dbe8a1f-e562-42ba-a165-565c0704f8f2|Purple Swamphen|Animalia|Rallidae","Porphyrio (Porphyrio) porphyrio","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyrio","Purple Swamphen","22","","","","","","","","","","","","","","",""
"Sphecotheres vieilloti|https://biodiversity.org.au/afd/taxa/849d6f0a-8b54-44b9-a2b0-543cdbe3c42e|Australasian Figbird|Animalia|Oriolidae","Sphecotheres vieilloti","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Passeriformes","Oriolidae","Sphecotheres","Australasian Figbird","22","","","","","","","","","","","","","","",""
"ACCIPITRIDAE|https://biodiversity.org.au/afd/taxa/2c85a451-fdd1-44d6-a736-6131fbd2d323|Chinese Goshawk|Animalia|Accipitridae","ACCIPITRIDAE","Vigors, 1824","family","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","","Chinese Goshawk","21","","","","","","","","Endangered","","","","","","",""
"Corvus mellori|https://biodiversity.org.au/afd/taxa/713303da-f7b7-47a9-8ba1-2880941f9d28|Little Raven|Animalia|Corvidae","Corvus mellori","Mathews, 1912","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Little Raven","21","","","","","","","","","","","","","","",""
"Microeca (Microeca) fascinans|https://biodiversity.org.au/afd/taxa/316c5ff9-137b-4356-a46d-5d136aecb1d1|Jacky Winter|Animalia|Petroicidae","Microeca (Microeca) fascinans","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Microeca","Jacky Winter","21","","","","","","","","","","","","","","",""
"Pavo cristatus|https://biodiversity.org.au/afd/taxa/52f3c1c6-8e4f-4ade-b0f7-17890169efb2|Indian Peafowl|Animalia|Phasianidae","Pavo cristatus","Linnaeus, 1758","species","Animalia","Chordata","Aves","Galliformes","Phasianidae","Pavo","Indian Peafowl","21","","","","","","","","","","","","","","",""
"Thalassarche cauta|https://biodiversity.org.au/afd/taxa/b0592117-21ee-4351-a745-cea3e2cbcfcf|Shy Albatross|Animalia|Diomedeidae","Thalassarche cauta","(Gould, 1841)","species","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","Shy Albatross","21","","","","Listed","Endangered","","","Vulnerable","Endangered","Endangered","","Endangered","","",""
"Puffinus (Puffinus) gavia|https://biodiversity.org.au/afd/taxa/1203f78b-4362-4f53-a6fc-d3a6218caf55|Fluttering Shearwater|Animalia|Procellariidae","Puffinus (Puffinus) gavia","(J.R. Forster, 1844)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","Fluttering Shearwater","19","","","","","","","","","","","","","","",""
"Scythrops novaehollandiae|https://biodiversity.org.au/afd/taxa/1a6f90b8-a051-44be-9e55-988720739d27|Channel-billed Cuckoo|Animalia|Cuculidae","Scythrops novaehollandiae","Latham, 1790","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Scythrops","Channel-billed Cuckoo","19","","","","","","","","","","","","","","",""
"Chalcites basalis|https://biodiversity.org.au/afd/taxa/d6156ed3-bda2-42d6-a948-07d94c7e6559|Horsfield's Bronze-cuckoo|Animalia|Cuculidae","Chalcites basalis","(Horsfield, 1821)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Chalcites","Horsfield's Bronze-cuckoo","18","","","","","","","","","","","","","","",""
"Lichenostomus melanops|https://biodiversity.org.au/afd/taxa/38456f6b-ff63-4077-bf12-853d456bd1b6|Yellow-tufted Honeyeater|Animalia|Meliphagidae","Lichenostomus melanops","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","Yellow-tufted Honeyeater","18","","","","","","","","","","","","","","",""
"AVES|https://biodiversity.org.au/afd/taxa/65625205-db74-4a87-b566-ca387b119974|Birds|Animalia|null","AVES","","class","Animalia","Chordata","Aves","","","","Birds","17","","","","","","","","","","","","","","",""
"Centropus phasianinus|https://biodiversity.org.au/afd/taxa/0fa51aed-86f2-445b-adc4-c99bf1dd4487|Pheasant Coucal|Animalia|Cuculidae","Centropus phasianinus","(Latham, 1801)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Centropus","Pheasant Coucal","17","","","","","","","","","","","","","","",""
"Anas superciliosa X platyrhynchos|ALA_DR24112_69|Geese|Animalia|Anatidae","Anas superciliosa X platyrhynchos","","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Geese","16","","","","","","","","","","","","","","",""
"Sturnus (Sturnus) vulgaris|https://biodiversity.org.au/afd/taxa/dadc6ab4-e986-4173-a476-2760b9760061|Common Starling|Animalia|Sturnidae","Sturnus (Sturnus) vulgaris","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Common Starling","16","","","","","","","","","","","","","","","Y"
"Malurus|https://biodiversity.org.au/afd/taxa/4e80fe01-f1ad-47a4-9799-553e87640973||Animalia|Maluridae","Malurus","Vieillot, 1816","genus","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","","15","","","","","","","","","","","","","","",""
"Sericornis (Arfakornis) magnirostra|https://biodiversity.org.au/afd/taxa/e7a5275a-348a-4e31-a28a-3162313f56b5|Large-billed Scrubwren|Animalia|Acanthizidae","Sericornis (Arfakornis) magnirostra","(Gould, 1838)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Sericornis","Large-billed Scrubwren","15","","","","","","","","","","","","","","",""
"Aegotheles (Aegotheles) cristatus|https://biodiversity.org.au/afd/taxa/ee694d26-6d4d-4837-99ad-9b25d3454d9d|Australian Owlet-nightjar|Animalia|Aegothelidae","Aegotheles (Aegotheles) cristatus","(Shaw, 1790)","species","Animalia","Chordata","Aves","Apodiformes","Aegothelidae","Aegotheles","Australian Owlet-nightjar","14","","","","","","","","","","","","","","",""
"Pandion haliaetus cristatus|https://biodiversity.org.au/afd/taxa/e61096e6-7685-45bd-b5ae-922cce74c254|Eastern Osprey|Animalia|Accipitridae","Pandion haliaetus cristatus","(Vieillot, 1816)","subspecies","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","Eastern Osprey","14","","","","Listed","","","","Endangered","","","","","Migratory","",""
"Ardea pacifica|https://biodiversity.org.au/afd/taxa/cf8e02dd-2a6e-41dc-b14b-0e446444250a|White-necked Heron|Animalia|Ardeidae","Ardea pacifica","Latham, 1801","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ardea","White-necked Heron","13","","","","","","","","","","","","","","",""
"Charadrius (Charadrius) bicinctus|https://biodiversity.org.au/afd/taxa/1afc2e2d-c021-4cfb-8fa8-b002ac1ed3f2|Double-banded Plover|Animalia|Charadriidae","Charadrius (Charadrius) bicinctus","Jardine & Selby, 1827","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Double-banded Plover","13","","","","Listed","","","","","","","","","Migratory","",""
"Dicrurus bracteatus|https://biodiversity.org.au/afd/taxa/32adbc19-eeb2-41a4-b477-01eaceb3b66e|Spangled Drongo|Animalia|Dicruridae","Dicrurus bracteatus","Gould, 1843","species","Animalia","Chordata","Aves","Passeriformes","Dicruridae","Dicrurus","Spangled Drongo","13","","","","","","","","","","","","","","",""
"Heteroscenes pallidus|https://biodiversity.org.au/afd/taxa/e948fd99-7550-4d1b-866a-75666cc61f96|Pallid Cuckoo|Animalia|Cuculidae","Heteroscenes pallidus","(Latham, 1801)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Heteroscenes","Pallid Cuckoo","13","","","","","","","","","","","","","","",""
"Ptilinopus regina|https://biodiversity.org.au/afd/taxa/06f1133c-74d3-42f9-858e-97079b0edd60|Rose-crowned Fruit-dove|Animalia|Columbidae","Ptilinopus regina","Swainson, 1825","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Ptilinopus","Rose-crowned Fruit-dove","13","","","","","","","","","","","","Vulnerable","","",""
"Ptilotula penicillata|https://biodiversity.org.au/afd/taxa/daa188cc-adc2-4b8b-92e9-d8f4ee0b28d7|White-plumed Honeyeater|Animalia|Meliphagidae","Ptilotula penicillata","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Ptilotula","White-plumed Honeyeater","13","","","","","","","","","","","","","","",""
"Sterna (Sterna) striata|https://biodiversity.org.au/afd/taxa/28e4f4fa-de2f-405b-a990-32d250b10d87|White-fronted Tern|Animalia|Laridae","Sterna (Sterna) striata","Gmelin, 1789","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","White-fronted Tern","13","","","","","","","","Vulnerable","","","","","","",""
"Climacteris (Climacterobates) erythrops|https://biodiversity.org.au/afd/taxa/1c97d858-3fbf-451d-9a13-08ecd8dce9b2|Red-browed Treecreeper|Animalia|Climacteridae","Climacteris (Climacterobates) erythrops","Gould, 1841","species","Animalia","Chordata","Aves","Passeriformes","Climacteridae","Climacteris","Red-browed Treecreeper","12","","","","","","","","","","","","","","",""
"Edolisoma tenuirostre|https://biodiversity.org.au/afd/taxa/db2c2e7f-df19-44ac-9708-c84cc27ad45f|Cicadabird|Animalia|Campephagidae","Edolisoma tenuirostre","(Jardine, 1831)","species","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Edolisoma","Cicadabird","12","","","","","","","","","","","","","","",""
"Leucosarcia melanoleuca|https://biodiversity.org.au/afd/taxa/54f72646-b435-4d47-99e0-632d282a2964|Wonga Pigeon|Animalia|Columbidae","Leucosarcia melanoleuca","(Latham, 1801)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Leucosarcia","Wonga Pigeon","12","","","","","","","","","","","","","","",""
"Tringa (Heteroscelus) brevipes|https://biodiversity.org.au/afd/taxa/66cf9e86-f1f3-4716-a4d3-cd4650ff087a|Grey-tailed Tattler|Animalia|Scolopacidae","Tringa (Heteroscelus) brevipes","(Vieillot, 1816)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Grey-tailed Tattler","12","Listed","Rare","Listed","Listed","Critically Endangered","Listed","","","","","","","","Rare, Near Threatened",""
"Anas (Anas) platyrhynchos|https://biodiversity.org.au/afd/taxa/21a09d44-a9eb-4a94-a39e-6f7cfeb0f403|Common Mallard|Animalia|Anatidae","Anas (Anas) platyrhynchos","Linnaeus, 1758","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Common Mallard","11","","","","","","","","","","","","","","",""
"Anthus (Anthus) novaeseelandiae|https://biodiversity.org.au/afd/taxa/e53a981f-22da-4f2f-a489-85c3ee79473e|Australian Pipit|Animalia|Motacillidae","Anthus (Anthus) novaeseelandiae","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Australian Pipit","11","","","","","","","","","","","","","","",""
"Coturnix ypsilophora|ALA_DR22912_1114_1||Animalia|Phasianidae","Coturnix ypsilophora","","species","Animalia","Chordata","Aves","Galliformes","Phasianidae","Coturnix","","11","","","","","","","","","","","","","","",""
"Limosa lapponica|https://biodiversity.org.au/afd/taxa/0068714f-cc38-49e8-9541-7ff0e796b5f9|Bar-tailed Godwit|Animalia|Scolopacidae","Limosa lapponica","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Bar-tailed Godwit","11","Listed","","Listed","Listed","Vulnerable","Listed","","","","","","","Migratory","",""
"Acanthiza (Geobasileus) reguloides|https://biodiversity.org.au/afd/taxa/a5308925-9a41-4a78-91ad-304fdfe272cb|Buff-rumped Thornbill|Animalia|Acanthizidae","Acanthiza (Geobasileus) reguloides","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Buff-rumped Thornbill","10","","","","","","","","","","","","","","",""
"Ardenna grisea|https://biodiversity.org.au/afd/taxa/b3e019a8-14ef-4490-a1e9-0b9f04d53a75|Sooty Shearwater|Animalia|Procellariidae","Ardenna grisea","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","Sooty Shearwater","10","","","","","","Listed","","","Vulnerable","Vulnerable","","","Migratory","",""
"Artamus (Angroyan) cyanopterus cyanopterus|https://biodiversity.org.au/afd/taxa/41a00b10-fa31-4b4f-8dc2-b12293f46ee2|Eastern Dusky Woodswallow|Animalia|Artamidae","Artamus (Angroyan) cyanopterus cyanopterus","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Passeriformes","Artamidae","Artamus","Eastern Dusky Woodswallow","10","","","","","","","","","","","","","","",""
"Corvus|https://biodiversity.org.au/afd/taxa/16e4482c-cade-4b22-b07d-c25527fd578a||Animalia|Corvidae","Corvus","Linnaeus, 1758","genus","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","","10","","","","","","","","","","","","","","",""
"Hieraaetus (Hieraaetus) morphnoides|https://biodiversity.org.au/afd/taxa/b47a4ecd-416b-458c-886a-1dc3490e8175|Little Eagle|Animalia|Accipitridae","Hieraaetus (Hieraaetus) morphnoides","(Gould, 1841)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Hieraaetus","Little Eagle","10","","Vulnerable","","","Vulnerable","","Vulnerable","Endangered","","","","Vulnerable","","",""
"Hypotaenidia philippensis|https://biodiversity.org.au/afd/taxa/1988c921-43bd-4390-b441-8abc4b26b477|Buff-banded Rail|Animalia|Rallidae","Hypotaenidia philippensis","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Hypotaenidia","Buff-banded Rail","10","","","","","","","","","","","","","","",""
"Spatula rhynchotis|https://biodiversity.org.au/afd/taxa/bdf18035-665d-47a1-bb8b-789aaf62223e|Australasian Shoveler|Animalia|Anatidae","Spatula rhynchotis","Latham, 1801","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Spatula","Australasian Shoveler","10","","Rare","","","Vulnerable","","","","","","","","","",""
"Sternula albifrons|https://biodiversity.org.au/afd/taxa/35359d1d-71ec-4f5c-a11e-50dbe43d9a52|Little Tern|Animalia|Laridae","Sternula albifrons","(Pallas, 1764)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sternula","Little Tern","10","Listed","","Listed","Listed","Critically Endangered","Listed","","","","Vulnerable","","Endangered","Migratory","",""
"Tyto tenebricosa|https://biodiversity.org.au/afd/taxa/645b287c-e547-4602-9275-ad3f972328bb|Sooty Owl|Animalia|Tytonidae","Tyto tenebricosa","(Gould, 1845)","species","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Sooty Owl","10","","","","","Endangered","","","","","","","Vulnerable","","",""
"Ailuroedus crassirostris|https://biodiversity.org.au/afd/taxa/4626ac6e-83e5-4bd6-a829-fcd4f229c079|Green Catbird|Animalia|Ptilonorhynchidae","Ailuroedus crassirostris","(Paykull, 1815)","species","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Ailuroedus","Green Catbird","9","","","","","","","","","","","","","","",""
"Cygnus (Chenopis) atratus|https://biodiversity.org.au/afd/taxa/bbc91646-4947-459c-9a3b-7f1122e656f7|Black Swan|Animalia|Anatidae","Cygnus (Chenopis) atratus","(Latham, 1790)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Black Swan","9","","","","","","","","","","","","","","",""
"Platalea (Platalea) regia|https://biodiversity.org.au/afd/taxa/24c21411-d78c-415d-a848-f0abb83b615a|Royal Spoonbill|Animalia|Threskiornithidae","Platalea (Platalea) regia","Gould, 1838","species","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Platalea","Royal Spoonbill","9","","","","","","","","","","","","","","",""
"Platycercus|https://biodiversity.org.au/afd/taxa/82591a90-5c8f-4b5c-b308-67aaf427a4de||Animalia|Psittacidae","Platycercus","Vigors, 1825","genus","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","","9","","","","","","","","","","","","","","",""
"Turnix (Austroturnix) varius|https://biodiversity.org.au/afd/taxa/67c256a8-6a31-46de-9dde-d75d5578496c|Painted Button-quail|Animalia|Turnicidae","Turnix (Austroturnix) varius","(Latham, 1801)","species","Animalia","Chordata","Aves","Turniciformes","Turnicidae","Turnix","Painted Button-quail","9","","","","","","","","","","","","","","",""
"Anthus (Anthus) novaeseelandiae novaeseelandiae|https://biodiversity.org.au/afd/taxa/628125c5-666e-47c3-8480-aae564143b2a||Animalia|Motacillidae","Anthus (Anthus) novaeseelandiae novaeseelandiae","(Gmelin, 1789)","subspecies","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","","8","","","","","","","","","","","","","","",""
"Artamus (Artamus) leucorynchus|https://biodiversity.org.au/afd/taxa/a50e7c20-9790-4538-ba21-cc0e1b52a724|White-breasted Woodswallow|Animalia|Artamidae","Artamus (Artamus) leucorynchus","(Linnaeus, 1771)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Artamus","White-breasted Woodswallow","8","","","","","","","","","","","","","","",""
"Bubulcus ibis coromandus|https://biodiversity.org.au/afd/taxa/c4bd1ec3-4c3c-4c6f-8831-8ed03ab12747|Eastern Cattle Egret|Animalia|Ardeidae","Bubulcus ibis coromandus","(Boddaert, 1783)","subspecies","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Bubulcus","Eastern Cattle Egret","8","","","","","","","","","","","","","","",""
"Gerygone olivacea|https://biodiversity.org.au/afd/taxa/601a592a-2fb8-4b9d-821a-d42093504092|White-throated Gerygone|Animalia|Acanthizidae","Gerygone olivacea","(Gould, 1838)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","White-throated Gerygone","8","","","","","","","","","","","","","","",""
"Smicrornis brevirostris|https://biodiversity.org.au/afd/taxa/f933497e-60d2-4f80-bc5e-08d8b1349c2c|Weebill|Animalia|Acanthizidae","Smicrornis brevirostris","(Gould, 1838)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Smicrornis","Weebill","8","","","","","","","","","","","","","","",""
"ACCIPITRIFORMES|https://biodiversity.org.au/afd/taxa/fef84e24-1828-4fbb-8897-f7d5b134215b||Animalia|null","ACCIPITRIFORMES","","order","Animalia","Chordata","Aves","Accipitriformes","","","","7","","","","","","","","","","","","","","",""
"Acanthiza (Geobasileus) chrysorrhoa|https://biodiversity.org.au/afd/taxa/aa581ac7-f29a-4e72-be0d-48a5e0a64de3|Yellow-rumped Thornbill|Animalia|Acanthizidae","Acanthiza (Geobasileus) chrysorrhoa","(Quoy & Gaimard, 1830)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Yellow-rumped Thornbill","7","","","","","","","","","","","","","","",""
"Apus (Apus) pacificus|https://biodiversity.org.au/afd/taxa/e2b6aed6-2f82-4b7c-9966-5ef2f9190bee|Fork-tailed Swift|Animalia|Apodidae","Apus (Apus) pacificus","(Latham, 1801)","species","Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus","Fork-tailed Swift","7","Listed","","Listed","","","Listed","","","","","","","Migratory","",""
"Circus assimilis|https://biodiversity.org.au/afd/taxa/694a8fde-c6b1-4947-bae1-801541614999|Spotted Harrier|Animalia|Accipitridae","Circus assimilis","Jardine & Selby, 1828","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Spotted Harrier","7","","","","","","","","Endangered","","","","Vulnerable","","",""
"Corcorax melanorhamphos|https://biodiversity.org.au/afd/taxa/7bd5c7ad-9cfa-46d1-9a72-090f2961fe70|White-winged Chough|Animalia|Corcoracidae","Corcorax melanorhamphos","(Vieillot, 1817)","species","Animalia","Chordata","Aves","Passeriformes","Corcoracidae","Corcorax","White-winged Chough","7","","Rare","","","","","","","","","","","","",""
"Falco (Tinnunculus) cenchroides cenchroides|https://biodiversity.org.au/afd/taxa/64872bf3-ecb7-4225-a77a-4679e6a8620e|Nankeen Kestrel|Animalia|Falconidae","Falco (Tinnunculus) cenchroides cenchroides","Vigors & Horsfield, 1827","subspecies","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Nankeen Kestrel","7","","","","","","","","","","","","","","",""
"Geopelia|https://biodiversity.org.au/afd/taxa/427aa349-c85c-4281-8ce8-98c12dae00b6||Animalia|Columbidae","Geopelia","Swainson, 1837","genus","Animalia","Chordata","Aves","Columbiformes","Columbidae","Geopelia","","7","","","","","","","","","","","","","","",""
"Numenius (Phaeopus) phaeopus|https://biodiversity.org.au/afd/taxa/09d59f0a-e8fe-465c-9db3-13efc6a8e31c|Whimbrel|Animalia|Scolopacidae","Numenius (Phaeopus) phaeopus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Whimbrel","7","Listed","","Listed","Listed","Endangered","Listed","","","","","","","Migratory","",""
"Petroica (Petroica) boodang|https://biodiversity.org.au/afd/taxa/a3e5376b-f9e6-4bdf-adae-1e7add9f5c29|Scarlet Robin|Animalia|Petroicidae","Petroica (Petroica) boodang","(Lesson, 1838)","species","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Petroica","Scarlet Robin","7","","","","","","","Vulnerable","","","","","Vulnerable","","",""
"Sterninae|https://biodiversity.org.au/afd/taxa/334d514e-b145-4de0-8125-2d4c77aa1f20||Animalia|Laridae","Sterninae","Vigors, 1825","subfamily","Animalia","Chordata","Aves","Charadriiformes","Laridae","","","7","","","","","","","","","","","","","","",""
