"names_and_lsid","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","Bonn Convention Migratory Taxa","China-Australia Migratory Bird Agreement (CAMBA)","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","WA State Notifiable Pests"
"Gymnorhina tibicen|https://biodiversity.org.au/afd/taxa/5291343e-fdeb-4a65-8ba5-928f5b96acf5|Australian Magpie|Animalia|Artamidae","Gymnorhina tibicen","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Gymnorhina","Australian Magpie","2221005","","","","","","","","","","","","","","",""
"Grallina cyanoleuca|https://biodiversity.org.au/afd/taxa/ce17b284-d607-496a-992f-f3129bfd3997|Magpie-lark|Animalia|Monarchidae","Grallina cyanoleuca","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Grallina","Magpie-lark","1647026","","","","","","","","","","","","","","",""
"Rhipidura (Sauloprocta) leucophrys|https://biodiversity.org.au/afd/taxa/1c4dce12-16f6-49ab-b578-0673551214fd|Willie Wagtail|Animalia|Rhipiduridae","Rhipidura (Sauloprocta) leucophrys","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Willie Wagtail","1395876","","","","","","","","","","","","","","",""
"Hirundo (Hirundo) neoxena|https://biodiversity.org.au/afd/taxa/4e118c73-06a7-4131-bd67-5da5d2d61fd7|Welcome Swallow|Animalia|Hirundinidae","Hirundo (Hirundo) neoxena","Gould, 1843","species","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Welcome Swallow","1313844","","","","","","","","","","","","","","",""
"Malurus (Malurus) cyaneus|https://biodiversity.org.au/afd/taxa/ae56080e-4e73-457d-93a1-0be6a1d50f34|Superb Fairy-wren|Animalia|Maluridae","Malurus (Malurus) cyaneus","(Ellis, 1782)","species","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","Superb Fairy-wren","1205481","","","","","","","","","","","","","","",""
"Eolophus roseicapilla|https://biodiversity.org.au/afd/taxa/9b4ad548-8bb3-486a-ab0a-905506c463ea|Galah|Animalia|Cacatuidae","Eolophus roseicapilla","(Vieillot, 1817)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Eolophus","Galah","1179593","","","","","","","","","","","","","","",""
"Anthochaera (Anthochaera) carunculata|https://biodiversity.org.au/afd/taxa/8204979f-5302-41ea-943f-01d3c420f7bb|Red Wattlebird|Animalia|Meliphagidae","Anthochaera (Anthochaera) carunculata","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","Red Wattlebird","1108875","","","","","","","","","","","","","","",""
"Manorina (Myzantha) melanocephala|https://biodiversity.org.au/afd/taxa/ee7498bf-c57c-4463-b313-710d4959cc95|Noisy Miner|Animalia|Meliphagidae","Manorina (Myzantha) melanocephala","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Noisy Miner","1100799","","","","","","","","","","","","","","",""
"Anas (Anas) superciliosa|https://biodiversity.org.au/afd/taxa/241dd5c6-1235-4eb9-b3d5-a44af6b0d444|Pacific Black Duck|Animalia|Anatidae","Anas (Anas) superciliosa","Gmelin, 1789","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Pacific Black Duck","1081237","","","","","","","","","","","","","","",""
"Cacatua (Cacatua) galerita|https://biodiversity.org.au/afd/taxa/2c33a1fd-34f4-48ec-9ae6-38b51f2aa7ea|Sulphur-crested Cockatoo|Animalia|Cacatuidae","Cacatua (Cacatua) galerita","(Latham, 1790)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Sulphur-crested Cockatoo","1053613","","","","","","","","","","","","","","",""
"Vanellus (Lobipluvia) miles|https://biodiversity.org.au/afd/taxa/46306d30-cfa1-4528-906b-cae2e9c5c0e8|Masked Lapwing|Animalia|Charadriidae","Vanellus (Lobipluvia) miles","(Boddaert, 1783)","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Masked Lapwing","1028923","","","","","","","","","","","","","","",""
"Rhipidura (Rhipidura) albiscapa|https://biodiversity.org.au/afd/taxa/97a59c84-af21-4cdc-bac7-a97c5201db42|Grey Fantail|Animalia|Rhipiduridae","Rhipidura (Rhipidura) albiscapa","Gould, 1840","species","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Grey Fantail","1027957","","","","","","","","","","","","","","",""
"Trichoglossus|https://biodiversity.org.au/afd/taxa/049f8f82-2064-4910-b4a8-21bdf68f40d2||Animalia|Psittacidae","Trichoglossus","Stephens, 1826","genus","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Trichoglossus","","992644","","","","","","","","","","","","","","",""
"Dacelo (Dacelo) novaeguineae|https://biodiversity.org.au/afd/taxa/1fc76c4d-4830-4129-9b86-1c7e944c3c50|Laughing Kookaburra|Animalia|Alcedinidae","Dacelo (Dacelo) novaeguineae","(Hermann, 1783)","species","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Dacelo","Laughing Kookaburra","991262","","","","","","","","","","","","","","",""
"Ocyphaps lophotes|https://biodiversity.org.au/afd/taxa/a7b00ef0-108f-44d9-bf89-a062c8674335|Crested Pigeon|Animalia|Columbidae","Ocyphaps lophotes","(Temminck, 1822)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Ocyphaps","Crested Pigeon","964176","","","","","","","","","","","","","","",""
"Strepera (Strepera) graculina|https://biodiversity.org.au/afd/taxa/eb315a61-418b-4a12-bc98-9096fe17bde9|Pied Currawong|Animalia|Artamidae","Strepera (Strepera) graculina","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Strepera","Pied Currawong","885364","","","","","","","","","","","","","","",""
"Corvus coronoides|https://biodiversity.org.au/afd/taxa/8117f68b-5460-4626-8400-e171464e08ad|Australian Raven|Animalia|Corvidae","Corvus coronoides","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Australian Raven","872890","","","","","","","","","","","","","","",""
"Colluricincla (Colluricincla) harmonica|https://biodiversity.org.au/afd/taxa/7af45089-4a0f-4303-a417-1708623809af|Grey Shrike-thrush|Animalia|Pachycephalidae","Colluricincla (Colluricincla) harmonica","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","Grey Shrike-thrush","853680","","","","","","","","","","","","","","",""
"Coracina (Coracina) novaehollandiae|https://biodiversity.org.au/afd/taxa/69c22b10-ff42-4bef-bb0f-88dc01a8f96c|Black-faced Cuckoo-shrike|Animalia|Campephagidae","Coracina (Coracina) novaehollandiae","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","Black-faced Cuckoo-shrike","809123","","","","","","","","","","","","","","",""
"Zosterops lateralis|https://biodiversity.org.au/afd/taxa/fe0d4e5e-6bd5-4e46-a77c-00e8cec73410|Silvereye|Animalia|Zosteropidae","Zosterops lateralis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Silvereye","807625","","","","","","","","","","","","","","",""
"Chroicocephalus novaehollandiae|https://biodiversity.org.au/afd/taxa/e2070aa5-7ab4-41a8-9b41-b3f0c2e26390|Silver Gull|Animalia|Laridae","Chroicocephalus novaehollandiae","(Stephens, 1826)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Silver Gull","795275","","","","","","","","","","","","","","",""
"Threskiornis moluccus|https://biodiversity.org.au/afd/taxa/f5f5ddd8-ae6a-431b-9e08-3e992b12fa64|Australian White Ibis|Animalia|Threskiornithidae","Threskiornis moluccus","(Cuvier, 1829)","species","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Australian White Ibis","784086","","","","","","","","","","","","","","",""
"Egretta novaehollandiae|https://biodiversity.org.au/afd/taxa/8fd1977b-9edf-4ddf-b6cf-24a09db4d18c|White-faced Heron|Animalia|Ardeidae","Egretta novaehollandiae","(Latham, 1790)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","White-faced Heron","773681","","","","","","","","","","","","","","",""
"Chenonetta jubata|https://biodiversity.org.au/afd/taxa/31944e98-202b-4c14-b480-6508740dde58|Australian Wood Duck|Animalia|Anatidae","Chenonetta jubata","(Latham, 1801)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chenonetta","Australian Wood Duck","754335","","","","","","","","","","","","","","",""
"Platycercus (Platycercus) elegans|https://biodiversity.org.au/afd/taxa/5e0f496f-5045-41ff-8c03-f3c8fd4f8ccd|Crimson Rosella|Animalia|Psittacidae","Platycercus (Platycercus) elegans","(Gmelin, 1788)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","Crimson Rosella","751581","","","","","","","","","","","","","","",""
"Cracticus torquatus|https://biodiversity.org.au/afd/taxa/681ea214-3788-4cc6-8b97-0b325d6bba6b|Grey Butcherbird|Animalia|Artamidae","Cracticus torquatus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Cracticus","Grey Butcherbird","751078","","","","","","","","","","","","","","",""
"Sturnus (Sturnus) vulgaris|https://biodiversity.org.au/afd/taxa/dadc6ab4-e986-4173-a476-2760b9760061|Common Starling|Animalia|Sturnidae","Sturnus (Sturnus) vulgaris","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Common Starling","747565","","","","","","","","","","","","","","","Y"
"Microcarbo melanoleucos|https://biodiversity.org.au/afd/taxa/0b7c528a-4104-4a96-853e-05a37c327067|Little Pied Cormorant|Animalia|Phalacrocoracidae","Microcarbo melanoleucos","(Vieillot, 1817)","species","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo","Little Pied Cormorant","693992","","","","","","","","","","","","","","",""
"Pardalotus (Pardalotinus) striatus|https://biodiversity.org.au/afd/taxa/e3103245-2da1-4cc5-952d-49153f466bbf|Striated Pardalote|Animalia|Pardalotidae","Pardalotus (Pardalotinus) striatus","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Striated Pardalote","691508","","","","","","","","","","","","","","",""
"Acanthiza (Acanthiza) pusilla|https://biodiversity.org.au/afd/taxa/62f6a29a-7b0c-4e5c-83ea-0074f99d133b|Brown Thornbill|Animalia|Acanthizidae","Acanthiza (Acanthiza) pusilla","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Brown Thornbill","644635","","","","","","","","","","","","","","",""
"Platycercus (Violania) eximius|https://biodiversity.org.au/afd/taxa/cb4f06b4-75cc-470e-a238-102e6f913658|Eastern Rosella|Animalia|Psittacidae","Platycercus (Violania) eximius","(Shaw, 1792)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","Eastern Rosella","634772","","","","","","","","","","","","","","",""
"Acridotheres tristis|https://biodiversity.org.au/afd/taxa/56d25dd8-4282-4cd6-9bc7-baaa0b8adfc4|Common Myna|Animalia|Sturnidae","Acridotheres tristis","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","Common Myna","601075","","","","","","","","","","","","","","",""
"Ptilotula penicillata|https://biodiversity.org.au/afd/taxa/daa188cc-adc2-4b8b-92e9-d8f4ee0b28d7|White-plumed Honeyeater|Animalia|Meliphagidae","Ptilotula penicillata","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Ptilotula","White-plumed Honeyeater","578690","","","","","","","","","","","","","","",""
"Turdus merula|https://biodiversity.org.au/afd/taxa/7f0b5430-3e37-4dd4-8dff-d6b288cde445|Eurasian Blackbird|Animalia|Turdidae","Turdus merula","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Eurasian Blackbird","572169","","","","","","","","","","","","","","",""
"Sericornis (Sericornis) frontalis|https://biodiversity.org.au/afd/taxa/031b2b69-e9fc-44c6-9df9-03c1470d5ec3|White-browed Scrubwren|Animalia|Acanthizidae","Sericornis (Sericornis) frontalis","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Sericornis","White-browed Scrubwren","571921","","","","","","","","","","","","","","",""
"Corvus mellori|https://biodiversity.org.au/afd/taxa/713303da-f7b7-47a9-8ba1-2880941f9d28|Little Raven|Animalia|Corvidae","Corvus mellori","Mathews, 1912","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Little Raven","565965","","","","","","","","","","","","","","",""
"Pachycephala (Alisterornis) rufiventris|https://biodiversity.org.au/afd/taxa/378bdcd1-f52a-4907-9f71-0541b05437da|Rufous Whistler|Animalia|Pachycephalidae","Pachycephala (Alisterornis) rufiventris","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Rufous Whistler","560972","","","","","","","","","","","","","","",""
"Pardalotus (Pardalotus) punctatus|https://biodiversity.org.au/afd/taxa/5254fe03-630b-44b2-9233-df51a7b8f25f|Spotted Pardalote|Animalia|Pardalotidae","Pardalotus (Pardalotus) punctatus","(Shaw, 1792)","species","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Spotted Pardalote","556286","","","","","","","","","","","","","","",""
"Fulica atra|https://biodiversity.org.au/afd/taxa/bb53b420-0a1f-4a49-9d1e-2a6154c685a8|Eurasian Coot|Animalia|Rallidae","Fulica atra","Linnaeus, 1758","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Eurasian Coot","554099","","","","","","","","","","","","","","",""
"Pelecanus conspicillatus|https://biodiversity.org.au/afd/taxa/43abe3ea-7ccc-41cc-920f-d9cfa107207e|Australian Pelican|Animalia|Pelecanidae","Pelecanus conspicillatus","Temminck, 1824","species","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Australian Pelican","548057","","","","","","","","","","","","","","",""
"Passer (Passer) domesticus|https://biodiversity.org.au/afd/taxa/33702f89-60b2-4098-9cb0-20180783514d|House Sparrow|Animalia|Passeridae","Passer (Passer) domesticus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","House Sparrow","546159","","","","","","","","","","","","","","",""
"Phylidonyris (Meliornis) novaehollandiae|https://biodiversity.org.au/afd/taxa/da002998-b551-4328-ac4e-5e04fc72708b|New Holland Honeyeater|Animalia|Meliphagidae","Phylidonyris (Meliornis) novaehollandiae","(Latham, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Phylidonyris","New Holland Honeyeater","541752","","","","","","","","","","","","","","",""
"Anas gracilis|https://biodiversity.org.au/afd/taxa/b6f1a62e-55fa-4fa6-9e08-74003d6b704b|Grey Teal|Animalia|Anatidae","Anas gracilis","Buller, 1869","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Grey Teal","533999","","","","","","","","","","","","","","",""
"Gallinula (Gallinula) tenebrosa|https://biodiversity.org.au/afd/taxa/b5e44fea-a0a2-412b-a1f7-476b3c1e8e03|Dusky Moorhen|Animalia|Rallidae","Gallinula (Gallinula) tenebrosa","Gould, 1846","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallinula","Dusky Moorhen","533381","","","","","","","","","","","","","","",""
"Eudyptula minor|https://biodiversity.org.au/afd/taxa/e0c68347-165c-4bff-b74a-005616df9791|Little Penguin|Animalia|Spheniscidae","Eudyptula minor","(J.R. Forster, 1781)","species","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Little Penguin","533059","","","","","","","","","","","","","","",""
"Corvus orru|https://biodiversity.org.au/afd/taxa/2c5fd509-d4d6-4adb-9566-96280ff9e6af|Torresian Crow|Animalia|Corvidae","Corvus orru","Bonaparte, 1850","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Torresian Crow","520019","","","","","","","","","","","","","","",""
"Phalacrocorax (Phalacrocorax) sulcirostris|https://biodiversity.org.au/afd/taxa/c96b19fd-2a54-4361-a5cf-baecf741310e|Little Black Cormorant|Animalia|Phalacrocoracidae","Phalacrocorax (Phalacrocorax) sulcirostris","(Brandt, 1837)","species","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Little Black Cormorant","519732","","","","","","","","","","","","","","",""
"Cygnus atratus|https://biodiversity.org.au/afd/taxa/e848916c-5f2d-43ef-8cba-8e32a9034377|Black Swan|Animalia|Anatidae","Cygnus atratus","(Latham, 1801)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Black Swan","506251","","","","","","","","","","","","","","",""
"Eopsaltria (Eopsaltria) australis|https://biodiversity.org.au/afd/taxa/2b0e8999-4326-42b9-922a-cfc48a15661a|Eastern Yellow Robin|Animalia|Petroicidae","Eopsaltria (Eopsaltria) australis","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Eopsaltria","Eastern Yellow Robin","502244","","","","","","","","","","","","","","",""
"Caligavis chrysops|https://biodiversity.org.au/afd/taxa/e8f3c958-c71f-4ee9-b2a0-230bed965e35|Yellow-faced Honeyeater|Animalia|Meliphagidae","Caligavis chrysops","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Caligavis","Yellow-faced Honeyeater","469198","","","","","","","","","","","","","","",""
"Pachycephala (Pachycephala) pectoralis|https://biodiversity.org.au/afd/taxa/30edbd1a-6367-4d84-87f1-3566e6cc54d6|Golden Whistler|Animalia|Pachycephalidae","Pachycephala (Pachycephala) pectoralis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Golden Whistler","467755","","","","","","","","","","","","","","",""
"Spilopelia chinensis|https://biodiversity.org.au/afd/taxa/d3bf2b8a-e178-4adb-9c5e-bef63c34e032|Spotted Turtle-dove|Animalia|Columbidae","Spilopelia chinensis","(Scopoli, 1786)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Spilopelia","Spotted Turtle-dove","463923","","","","","","","","","","","","","","",""
"Acanthorhynchus tenuirostris|https://biodiversity.org.au/afd/taxa/2c1a9dfc-56b2-404d-b8fa-360110d04167|Eastern Spinebill|Animalia|Meliphagidae","Acanthorhynchus tenuirostris","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Acanthorhynchus","Eastern Spinebill","460725","","","","","","","","","","","","","","",""
"Cracticus nigrogularis|https://biodiversity.org.au/afd/taxa/0f5df411-17dd-4719-91de-158fb1a77b27|Pied Butcherbird|Animalia|Artamidae","Cracticus nigrogularis","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Cracticus","Pied Butcherbird","449113","","","","","","","","","","","","","","",""
"Neochmia (Aegintha) temporalis|https://biodiversity.org.au/afd/taxa/984826e3-cee5-4cc6-b993-ecce9d8dbdaf|Red-browed Finch|Animalia|Estrildidae","Neochmia (Aegintha) temporalis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Neochmia","Red-browed Finch","446300","","","","","","","","","","","","","","",""
"Porphyrio (Porphyrio) porphyrio melanotus|https://biodiversity.org.au/afd/taxa/853df087-8292-4276-8ff8-eca476d33b0b|Australasian Purple Swamphen|Animalia|Rallidae","Porphyrio (Porphyrio) porphyrio melanotus","Temminck, 1820","subspecies","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyrio","Australasian Purple Swamphen","443837","","","","","","","","","","","","","","",""
"Tachybaptus novaehollandiae|https://biodiversity.org.au/afd/taxa/cb748125-0c06-4649-8ed8-e379e81e53c1|Australasian Grebe|Animalia|Podicipedidae","Tachybaptus novaehollandiae","(Stephens, 1826)","species","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Tachybaptus","Australasian Grebe","434798","","","","","","","","","","","","","","",""
"Lichmera (Lichmera) indistincta|https://biodiversity.org.au/afd/taxa/ada6105e-c2de-4b93-9687-8e64d10863a7|Brown Honeyeater|Animalia|Meliphagidae","Lichmera (Lichmera) indistincta","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichmera","Brown Honeyeater","434505","","","","","","","","","","","","","","",""
"Cormobates leucophaea|https://biodiversity.org.au/afd/taxa/8cecdfa3-4c71-467e-b8fb-312cc347dfa0|White-throated Treecreeper|Animalia|Climacteridae","Cormobates leucophaea","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Climacteridae","Cormobates","White-throated Treecreeper","426835","","","","","","","","","","","","","","",""
"Meliphaga (Meliphaga) lewinii|https://biodiversity.org.au/afd/taxa/3cee982b-508c-4e49-95af-8374d23974c6|Lewin's Honeyeater|Animalia|Meliphagidae","Meliphaga (Meliphaga) lewinii","(Swainson, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Lewin's Honeyeater","423255","","","","","","","","","","","","","","",""
"Haliastur sphenurus|https://biodiversity.org.au/afd/taxa/31113d80-ed4f-4bb0-9a65-48080e4c6dd1|Whistling Kite|Animalia|Accipitridae","Haliastur sphenurus","(Vieillot, 1818)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliastur","Whistling Kite","419243","","","","","","","","Endangered","","","","","","",""
"Threskiornis spinicollis|https://biodiversity.org.au/afd/taxa/c319dbaf-a363-4853-b333-75f14c47fc82|Straw-necked Ibis|Animalia|Threskiornithidae","Threskiornis spinicollis","(Jameson, 1835)","species","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Straw-necked Ibis","412811","","","","","","","","","","","","","","",""
"Acanthiza (Geobasileus) chrysorrhoa|https://biodiversity.org.au/afd/taxa/aa581ac7-f29a-4e72-be0d-48a5e0a64de3|Yellow-rumped Thornbill|Animalia|Acanthizidae","Acanthiza (Geobasileus) chrysorrhoa","(Quoy & Gaimard, 1830)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Yellow-rumped Thornbill","411509","","","","","","","","","","","","","","",""
"Psephotus haematonotus|https://biodiversity.org.au/afd/taxa/7890d5ed-3830-435e-98cb-88c6a1103a91|Red-rumped Parrot|Animalia|Psittacidae","Psephotus haematonotus","(Gould, 1838)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Psephotus","Red-rumped Parrot","387767","","","","","","","","","","","","","","",""
"Anas (Nettion) castanea|https://biodiversity.org.au/afd/taxa/dd8852f7-9903-4222-b596-7ccce70aaa33|Chestnut Teal|Animalia|Anatidae","Anas (Nettion) castanea","(Eyton, 1838)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Chestnut Teal","385762","","","","","","","","","","","","","","",""
"Cacatua (Licmetis) sanguinea|https://biodiversity.org.au/afd/taxa/34b31e86-7ade-4cba-960f-82a6ae586206|Little Corella|Animalia|Cacatuidae","Cacatua (Licmetis) sanguinea","Gould, 1843","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Little Corella","385546","","","","","","","","","","","","","","",""
"Columba (Columba) livia|https://biodiversity.org.au/afd/taxa/bf8abc11-ebe1-4f1a-9950-805e5bfcf90a|Rock Dove|Animalia|Columbidae","Columba (Columba) livia","Gmelin, 1789","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Rock Dove","374840","","","","","","","","","","","","","","",""
"Merops (Merops) ornatus|https://biodiversity.org.au/afd/taxa/9f9ddea7-8c74-46df-8ed9-3233d681e354|Rainbow Bee-eater|Animalia|Meropidae","Merops (Merops) ornatus","Latham, 1801","species","Animalia","Chordata","Aves","Coraciiformes","Meropidae","Merops","Rainbow Bee-eater","368419","","","","","","","","","","","","","","",""
"Geopelia humeralis|https://biodiversity.org.au/afd/taxa/df2ea1e6-a854-4a85-854c-6de52d8fa6c1|Bar-shouldered Dove|Animalia|Columbidae","Geopelia humeralis","(Temminck, 1821)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Geopelia","Bar-shouldered Dove","365448","","","","","","","","","","","","","","",""
"Smicrornis brevirostris|https://biodiversity.org.au/afd/taxa/f933497e-60d2-4f80-bc5e-08d8b1349c2c|Weebill|Animalia|Acanthizidae","Smicrornis brevirostris","(Gould, 1838)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Smicrornis","Weebill","360840","","","","","","","","","","","","","","",""
"Philemon (Tropidorhynchus) corniculatus|https://biodiversity.org.au/afd/taxa/7822040e-291b-4e30-8708-d63f39b0409f|Noisy Friarbird|Animalia|Meliphagidae","Philemon (Tropidorhynchus) corniculatus","(Latham, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Noisy Friarbird","353558","","","","","","","","","","","","","","",""
"Psophodes (Psophodes) olivaceus|https://biodiversity.org.au/afd/taxa/7d461feb-7587-49b6-9f8e-897069e3b8a8|Eastern Whipbird|Animalia|Psophodidae","Psophodes (Psophodes) olivaceus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Psophodidae","Psophodes","Eastern Whipbird","351932","","","","","","","","","","","","","","",""
"Alisterus scapularis|https://biodiversity.org.au/afd/taxa/55213c39-1809-442e-b5fb-03fb99e8d97a|Australian King-parrot|Animalia|Psittacidae","Alisterus scapularis","(Lichtenstein, 1816)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Alisterus","Australian King-parrot","348045","","","","","","","","","","","","","","",""
"Anthochaera (Anellobia) chrysoptera|https://biodiversity.org.au/afd/taxa/618a2c4c-ddf2-4042-a6a7-34a3e893c219|Little Wattlebird|Animalia|Meliphagidae","Anthochaera (Anellobia) chrysoptera","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","Little Wattlebird","336308","","","","","","","","","","","","","","",""
"Todiramphus (Todiramphus) sanctus|https://biodiversity.org.au/afd/taxa/135cc880-f84e-4470-a1c1-fbce3a0ed534|Sacred Kingfisher|Animalia|Alcedinidae","Todiramphus (Todiramphus) sanctus","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Todiramphus","Sacred Kingfisher","335143","","","","","","","","","","","","","","",""
"Sphecotheres vieilloti|https://biodiversity.org.au/afd/taxa/849d6f0a-8b54-44b9-a2b0-543cdbe3c42e|Australasian Figbird|Animalia|Oriolidae","Sphecotheres vieilloti","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Passeriformes","Oriolidae","Sphecotheres","Australasian Figbird","334596","","","","","","","","","","","","","","",""
"Dicaeum (Dicaeum) hirundinaceum|https://biodiversity.org.au/afd/taxa/8f2d4aeb-50eb-438f-a145-5f12e356ffd8|Mistletoebird|Animalia|Dicaeidae","Dicaeum (Dicaeum) hirundinaceum","(Shaw, 1792)","species","Animalia","Chordata","Aves","Passeriformes","Dicaeidae","Dicaeum","Mistletoebird","332064","","","","","","","","","","","","","","",""
"Falco (Tinnunculus) cenchroides|https://biodiversity.org.au/afd/taxa/8f6b91ae-4019-490c-a133-73acb05d25e8|Nankeen Kestrel|Animalia|Falconidae","Falco (Tinnunculus) cenchroides","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Nankeen Kestrel","319325","","","","","","","","","","","","","","",""
