"names_and_lsid","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","Bonn Convention Migratory Taxa","China-Australia Migratory Bird Agreement (CAMBA)","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","WA State Notifiable Pests"
"Cuculus optatus|https://biodiversity.org.au/afd/taxa/a59d59b3-a9b5-4e6a-ab0e-7602c447d50e|Oriental Cuckoo|Animalia|Cuculidae","Cuculus optatus","Gould, 1845","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Cuculus","Oriental Cuckoo","4146","Listed","","","Listed","","Listed","","","","","","","Migratory","",""
"Pachycephala (Alisterornis) lanioides|https://biodiversity.org.au/afd/taxa/a04bee45-bef4-4726-9442-e02c4168a340|White-breasted Whistler|Animalia|Pachycephalidae","Pachycephala (Alisterornis) lanioides","Gould, 1840","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","White-breasted Whistler","4141","","","","","","","","","","","","","","",""
"Charadrius (Eupoda) veredus|https://biodiversity.org.au/afd/taxa/a50b9689-8426-4311-b6bf-5f3901d90019|Oriental Plover|Animalia|Charadriidae","Charadrius (Eupoda) veredus","Gould, 1848","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Oriental Plover","4115","Listed","","Listed","Listed","","Listed","","","","","","","Migratory","",""
"Ailuroedus melanotis|https://biodiversity.org.au/afd/taxa/764b6777-866b-4d1b-8a93-ac9646228396|Black-eared Catbird|Animalia|Ptilonorhynchidae","Ailuroedus melanotis","(Gray, 1858)","species","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Ailuroedus","Black-eared Catbird","4091","","","","","","","","","","","","","","",""
"Neochmia (Aegintha) temporalis temporalis|https://biodiversity.org.au/afd/taxa/3a75afad-dfab-4b41-a1ef-0eaec4417bc5|Southern Red-browed Finch|Animalia|Estrildidae","Neochmia (Aegintha) temporalis temporalis","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Neochmia","Southern Red-browed Finch","4088","","","","","","","","","","","","","","",""
"Platycercus (Violania) eximius eximius|https://biodiversity.org.au/afd/taxa/cac35380-bbe1-4f97-abd5-46739c3e0435|South-east Eastern Rosella|Animalia|Psittacidae","Platycercus (Violania) eximius eximius","Shaw, 1792","subspecies","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","South-east Eastern Rosella","4053","","","","","","","","","","","","","","",""
"Poecilodryas (Poecilodryas) cerviniventris|https://biodiversity.org.au/afd/taxa/6b0bffbe-5a35-4ba0-8a50-98be9c67d1ef|Buff-sided Robin|Animalia|Petroicidae","Poecilodryas (Poecilodryas) cerviniventris","(Gould, 1858)","species","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Poecilodryas","Buff-sided Robin","4005","","","","","","","","","","","","","","",""
"Nycticorax caledonicus australasiae|https://biodiversity.org.au/afd/taxa/6f6744ac-22f6-4b79-bbc2-499eca377811|Torresian Nankeen Night-heron|Animalia|Ardeidae","Nycticorax caledonicus australasiae","Vieillot, 1823","subspecies","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Nycticorax","Torresian Nankeen Night-heron","3976","","","","","","","","","","","","","","",""
"Colluricincla (Colluricincla) harmonica harmonica|https://biodiversity.org.au/afd/taxa/806627e8-b969-4609-8875-7f3f9e4adc54|Eastern Grey Shrike-thrush|Animalia|Pachycephalidae","Colluricincla (Colluricincla) harmonica harmonica","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","Eastern Grey Shrike-thrush","3965","","","","","","","","","","","","","","",""
"Garrodia nereis|https://biodiversity.org.au/afd/taxa/70c313de-9c6e-472d-80a7-6b75a599f934|Grey-backed Storm-petrel|Animalia|Oceanitidae","Garrodia nereis","(Gould, 1841)","species","Animalia","Chordata","Aves","Procellariiformes","Oceanitidae","Garrodia","Grey-backed Storm-petrel","3925","","","","","","","","","","","","","","",""
"Acanthiza (Subacanthiza) lineata clelandi|https://biodiversity.org.au/afd/taxa/34e34e14-b6ab-4115-819c-6dad95777e80|South Australian Striated Thornbill|Animalia|Acanthizidae","Acanthiza (Subacanthiza) lineata clelandi","Mathews, 1912","subspecies","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","South Australian Striated Thornbill","3916","","","","","","","","","","","","","","",""
"Thinornis|https://biodiversity.org.au/afd/taxa/61ad6012-e658-483b-9cbc-0ead0934fd86||Animalia|Charadriidae","Thinornis","G.R. Gray, 1845","genus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Thinornis","","3908","","","","","","","","","","","","","","",""
"NECTARINIIDAE|https://biodiversity.org.au/afd/taxa/7601bf7c-d1d6-45cd-9d59-c4ba56692e1a||Animalia|Nectariniidae","NECTARINIIDAE","Vigors, 1825","family","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","","","3906","","","","","","","","","","","","","","",""
"PROCELLARIIDAE|https://biodiversity.org.au/afd/taxa/91db82ae-137a-47ea-9e81-b87275fb5e69|Atlantic Petrel|Animalia|Procellariidae","PROCELLARIIDAE","Leach, 1820","family","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","","Atlantic Petrel","3884","","","","","","","","","","","","","","",""
"Caligavis chrysops samueli|https://biodiversity.org.au/afd/taxa/ed1392ba-e458-49d2-ba19-a1c696f0abaa|Mount Lofty Ranges Yellow-faced Honeyeater|Animalia|Meliphagidae","Caligavis chrysops samueli","(Mathews, 1912)","subspecies","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Caligavis","Mount Lofty Ranges Yellow-faced Honeyeater","3869","","","","","","","","","","","","","","",""
"Turnix pyrrhothorax|https://biodiversity.org.au/afd/taxa/83222654-3360-4649-af4a-6f8304ce0744|Red-chested Button-quail|Animalia|Turnicidae","Turnix pyrrhothorax","(Gould, 1841)","species","Animalia","Chordata","Aves","Turniciformes","Turnicidae","Turnix","Red-chested Button-quail","3866","","Rare","","","Endangered","","","","","","","","","",""
"Petroica (Petroica) boodang boodang|https://biodiversity.org.au/afd/taxa/53a066e6-a857-421a-aea6-8e38dc256717|Eastern Scarlet Robin|Animalia|Petroicidae","Petroica (Petroica) boodang boodang","(Lesson, 1838)","subspecies","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Petroica","Eastern Scarlet Robin","3855","","","","","","","Vulnerable","","","","","Vulnerable","","",""
"Glareola (Glareola) maldivarum|https://biodiversity.org.au/afd/taxa/1265b13a-52b4-462f-8b28-0575df7ff68d|Oriental Pratincole|Animalia|Glareolidae","Glareola (Glareola) maldivarum","J.R. Forster, 1795","species","Animalia","Chordata","Aves","Charadriiformes","Glareolidae","Glareola","Oriental Pratincole","3799","Listed","","","Listed","","Listed","","","","","","","Migratory","",""
"PHALACROCORACIDAE|https://biodiversity.org.au/afd/taxa/cda27835-57d4-4356-b276-f516ff2b7b47||Animalia|Phalacrocoracidae","PHALACROCORACIDAE","Reichenbach, 1853","family","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","","","3765","","","","","","","","","","","","","","",""
"Falco (Hierofalco) hypoleucos|https://biodiversity.org.au/afd/taxa/4c73a934-63ae-417d-af40-56a82ae68371|Grey Falcon|Animalia|Falconidae","Falco (Hierofalco) hypoleucos","Gould, 1841","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Grey Falcon","3755","","Rare","","","Vulnerable","","","","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","",""
"Fregetta tropica|https://biodiversity.org.au/afd/taxa/b0a2b2d4-edab-4ef3-a277-f0bdb3f6b83e|Black-bellied Storm-petrel|Animalia|Oceanitidae","Fregetta tropica","(Gould, 1844)","species","Animalia","Chordata","Aves","Procellariiformes","Oceanitidae","Fregetta","Black-bellied Storm-petrel","3752","","","","","","","","","","","","","","",""
"Tachybaptus novaehollandiae novaehollandiae|https://biodiversity.org.au/afd/taxa/baee93dc-5385-425c-a197-bb13a3661cb9|Australian Grebe|Animalia|Podicipedidae","Tachybaptus novaehollandiae novaehollandiae","(Stephens, 1826)","subspecies","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Tachybaptus","Australian Grebe","3743","","","","","","","","","","","","","","",""
"Aerodramus terraereginae terraereginae|https://biodiversity.org.au/afd/taxa/ec06b541-af28-4633-844c-159ea7b61204|Coastal Australian Swiftlet|Animalia|Apodidae","Aerodramus terraereginae terraereginae","(Ramsay, 1875)","subspecies","Animalia","Chordata","Aves","Apodiformes","Apodidae","Aerodramus","Coastal Australian Swiftlet","3733","","","","","","","","","","","","","","",""
"Probosciger aterrimus|https://biodiversity.org.au/afd/taxa/f0b7b756-83e1-4e2a-afbc-e10624931595|Palm Cockatoo|Animalia|Cacatuidae","Probosciger aterrimus","(Gmelin, 1788)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Probosciger","Palm Cockatoo","3728","","","","","","","","","","","","","","",""
"Motacilla (Budytes) tschutschensis|https://biodiversity.org.au/afd/taxa/984bf7f3-3089-4e55-b494-a285eda21b1d|Eastern Yellow Wagtail|Animalia|Motacillidae","Motacilla (Budytes) tschutschensis","Gmelin, 1789","species","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Motacilla","Eastern Yellow Wagtail","3698","Listed","","","Listed","","Listed","","","","","","","Migratory","",""
"Stipiturus mallee|https://biodiversity.org.au/afd/taxa/75f38563-ec77-45dc-9165-29537c5e7291|Mallee Emu-wren|Animalia|Maluridae","Stipiturus mallee","A.J. Campbell, 1908","species","Animalia","Chordata","Aves","Passeriformes","Maluridae","Stipiturus","Mallee Emu-wren","3695","","Endangered","","","Endangered","","","","","Endangered","","","","",""
"Pardalotus (Pardalotus) quadragintus|https://biodiversity.org.au/afd/taxa/021abcd8-5f6c-4149-9759-182a96065bc8|Forty-spotted Pardalote|Animalia|Pardalotidae","Pardalotus (Pardalotus) quadragintus","Gould, 1838","species","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Forty-spotted Pardalote","3688","","","","","","","","Endangered","","Endangered","","","","",""
"Cracticus mentalis|https://biodiversity.org.au/afd/taxa/9351e2c4-4380-48cd-88a6-582b2d3f46cb|Black-backed Butcherbird|Animalia|Artamidae","Cracticus mentalis","Salvadori & d'Albertis, 1876","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Cracticus","Black-backed Butcherbird","3681","","","","","","","","","","","","","","",""
"Ninox (Rhabdoglaux) rufa|https://biodiversity.org.au/afd/taxa/2703c41d-f5d1-4437-949c-c645b33dc397|Rufous Owl|Animalia|Strigidae","Ninox (Rhabdoglaux) rufa","(Gould, 1846)","species","Animalia","Chordata","Aves","Strigiformes","Strigidae","Ninox","Rufous Owl","3665","","","","","","","","","","","","","","",""
"Malurus (Malurus) cyaneus ashbyi|https://biodiversity.org.au/afd/taxa/653ff489-9c43-4eed-8fb4-fbcaaf906899|Kangaroo Island Superb Fairy-wren|Animalia|Maluridae","Malurus (Malurus) cyaneus ashbyi","Mathews, 1912","subspecies","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","Kangaroo Island Superb Fairy-wren","3628","","","","","","","","","","","","","","",""
"Limosa lapponica baueri|https://biodiversity.org.au/afd/taxa/0ba19a99-7771-4774-a5fb-857cee1cc65f|Alaskan Bar-tailed Godwit|Animalia|Scolopacidae","Limosa lapponica baueri","Naumann, 1836","subspecies","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Alaskan Bar-tailed Godwit","3618","Listed","","Listed","Listed","Vulnerable","Listed","","","","","","","Migratory","",""
"Acanthiza (Milligania) robustirostris|https://biodiversity.org.au/afd/taxa/cd3011a3-66aa-44b1-a2eb-ede3717ad705|Slaty-backed Thornbill|Animalia|Acanthizidae","Acanthiza (Milligania) robustirostris","Milligan, 1903","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Slaty-backed Thornbill","3605","","","","","","","","","","","","","","",""
"PSITTACIFORMES|https://biodiversity.org.au/afd/taxa/dc1a2f10-1110-4365-a7b6-2edf17c70505||Animalia|null","PSITTACIFORMES","","order","Animalia","Chordata","Aves","Psittaciformes","","","","3597","","","","","","","","","","","","","","",""
"Cracticus argenteus|https://biodiversity.org.au/afd/taxa/d91dbf7b-7a46-45b6-b1e8-591a7ab93d83|Silver-backed Butcherbird|Animalia|Artamidae","Cracticus argenteus","Gould, 1841","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Cracticus","Silver-backed Butcherbird","3595","","","","","","","","","","","","","","",""
"Cereopsis novaehollandiae novaehollandiae|https://biodiversity.org.au/afd/taxa/758183e7-ad6f-4844-81fb-6f160ea08751|Eastern Cape Barren Goose|Animalia|Anatidae","Cereopsis novaehollandiae novaehollandiae","Latham, 1801","subspecies","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cereopsis","Eastern Cape Barren Goose","3574","","","","","","","","","","","","","","",""
"Diomedea antipodensis|https://biodiversity.org.au/afd/taxa/5c566548-e698-44bf-996f-8d9be78c02d8|Antipodean Albatross|Animalia|Diomedeidae","Diomedea antipodensis","Robertson & Warham, 1992","species","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Diomedea","Antipodean Albatross","3555","","","Listed","","","","","","","Vulnerable","","Vulnerable","Migratory","",""
"Aphelocephala nigricincta|https://biodiversity.org.au/afd/taxa/c33c2beb-24ee-4d46-8210-34ce23148934|Banded Whiteface|Animalia|Acanthizidae","Aphelocephala nigricincta","(North, 1895)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Aphelocephala","Banded Whiteface","3542","","","","","","","","","","","","","","",""
"Anthochaera|https://biodiversity.org.au/afd/taxa/dff5866e-723a-4835-85b1-401814c41652||Animalia|Meliphagidae","Anthochaera","Vigors & Horsfield, 1827","genus","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","","3522","","","","","","","","","","","","","","",""
"Atrichornis (Atrichornis) rufescens|https://biodiversity.org.au/afd/taxa/a0a03328-a019-4b4d-93d5-b51933d26adc|Rufous Scrub-bird|Animalia|Atrichornithidae","Atrichornis (Atrichornis) rufescens","(Ramsay, 1866)","species","Animalia","Chordata","Aves","Passeriformes","Atrichornithidae","Atrichornis","Rufous Scrub-bird","3492","","","","","","","","","Vulnerable","Endangered","","Vulnerable","","",""
"Psephotellus dissimilis|https://biodiversity.org.au/afd/taxa/f46d5cb6-bba0-408c-bd6c-127ca09759c1|Hooded Parrot|Animalia|Psittacidae","Psephotellus dissimilis","Collett, 1898","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Psephotellus","Hooded Parrot","3488","","","","","","","","","","","","","","",""
"Oreoscopus gutturalis|https://biodiversity.org.au/afd/taxa/ea086b53-6501-4927-8863-57a775f6c71f|Fernwren|Animalia|Acanthizidae","Oreoscopus gutturalis","(De Vis, 1889)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Oreoscopus","Fernwren","3478","","","","","","","","","","","","","","",""
"Haematopus fuliginosus fuliginosus|https://biodiversity.org.au/afd/taxa/f3f7d9bd-0073-40ee-972d-97122459ddc5|Southern Sooty Oystercatcher|Animalia|Haematopodidae","Haematopus fuliginosus fuliginosus","Gould, 1845","subspecies","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Southern Sooty Oystercatcher","3404","","","","","","","","","","","","Vulnerable","","",""
"Ninox (Ninox) leucopsis|https://biodiversity.org.au/afd/taxa/31997dc6-f697-4619-8bd1-aee3fb870807|Tasmanian Boobook|Animalia|Strigidae","Ninox (Ninox) leucopsis","(Gould, 1838)","species","Animalia","Chordata","Aves","Strigiformes","Strigidae","Ninox","Tasmanian Boobook","3388","","","","","","","","","","","","","","",""
"Podiceps cristatus australis|https://biodiversity.org.au/afd/taxa/9e378da7-0a04-4447-95bc-8fbdb891ea0e|Australian Great Crested Grebe|Animalia|Podicipedidae","Podiceps cristatus australis","Gould, 1844","subspecies","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Australian Great Crested Grebe","3388","","","","","","","","Vulnerable","","","","","","",""
"CHARADRIIDAE|https://biodiversity.org.au/afd/taxa/509cd85d-bcf8-48b1-b2c3-7e8415950109|American Golden Plover|Animalia|Charadriidae","CHARADRIIDAE","Leach, 1820","family","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","","American Golden Plover","3366","","","","","","","","","","","","","","",""
"Prionodura newtoniana|https://biodiversity.org.au/afd/taxa/efe752fa-a3ef-4e71-bfc5-bb0d5adea525|Golden Bowerbird|Animalia|Ptilonorhynchidae","Prionodura newtoniana","De Vis, 1883","species","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Prionodura","Golden Bowerbird","3366","","","","","","","","","","","","","","",""
"Pterodroma|https://biodiversity.org.au/afd/taxa/73808de4-a6ce-4ea3-9544-832ba5c96b04||Animalia|Procellariidae","Pterodroma","Bonaparte, 1856","genus","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","","3366","","","","","","","","","","","","","","",""
"Heteromunia pectoralis|https://biodiversity.org.au/afd/taxa/6049b9fa-2692-4edb-b901-fa8737990910|Pictorella Mannikin|Animalia|Estrildidae","Heteromunia pectoralis","(Gould, 1841)","species","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Heteromunia","Pictorella Mannikin","3361","","","","","","","","","","","","","","",""
"Malurus (Malurus) coronatus|https://biodiversity.org.au/afd/taxa/a3e96118-9099-4521-a006-f54d2f21950e|Purple-crowned Fairy-wren|Animalia|Maluridae","Malurus (Malurus) coronatus","Gould, 1858","species","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","Purple-crowned Fairy-wren","3355","","","","","","","","","Vulnerable","","Vulnerable","","","",""
"Eudyptes chrysolophus schlegeli|https://biodiversity.org.au/afd/taxa/13bf8fc1-6b90-41a4-b049-b15815602e9e|Royal Penguin|Animalia|Spheniscidae","Eudyptes chrysolophus schlegeli","Finsch, 1876","subspecies","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptes","Royal Penguin","3349","","","","","","","","","","","","","","",""
"Cinclosoma (Samuela) castaneothorax|https://biodiversity.org.au/afd/taxa/79adf656-a87c-4a57-92d9-055f78bad566|Chestnut-breasted Quail-thrush|Animalia|Cinclosomatidae","Cinclosoma (Samuela) castaneothorax","Gould, 1849","species","Animalia","Chordata","Aves","Passeriformes","Cinclosomatidae","Cinclosoma","Chestnut-breasted Quail-thrush","3317","","","","","","","","","","","","","","",""
"Petrophassa albipennis|https://biodiversity.org.au/afd/taxa/588e8054-f9bc-4805-827e-e4eee39db8d5|White-quilled Rock-pigeon|Animalia|Columbidae","Petrophassa albipennis","Gould, 1841","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Petrophassa","White-quilled Rock-pigeon","3263","","","","","","","","","","","","","","",""
"Syma torotoro|https://biodiversity.org.au/afd/taxa/0cd780cb-7c33-457c-909b-bed440db9d8e|Yellow-billed Kingfisher|Animalia|Alcedinidae","Syma torotoro","Lesson, 1827","species","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Syma","Yellow-billed Kingfisher","3223","","","","","","","","","","","","","","",""
"Synoicus chinensis|https://biodiversity.org.au/afd/taxa/1f974696-630a-4666-9425-dbce7f1989b4|King Quail|Animalia|Phasianidae","Synoicus chinensis","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Galliformes","Phasianidae","Synoicus","King Quail","3217","","","","","Endangered","","","","","","","","","",""
"Rallina (Rallina) tricolor|https://biodiversity.org.au/afd/taxa/a325ea3f-be8d-4be5-8a1e-dbbc751b4e0d|Red-necked Crake|Animalia|Rallidae","Rallina (Rallina) tricolor","G.R. Gray, 1858","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Rallina","Red-necked Crake","3183","","","","","","","","","","","","","","",""
"Acrocephalus (Acrocephalus) australis australis|https://biodiversity.org.au/afd/taxa/7275f161-6887-4909-9f5f-244b08c50e87|Eastern Australian Reed-warbler|Animalia|Acrocephalidae","Acrocephalus (Acrocephalus) australis australis","(Gould, 1838)","subspecies","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Acrocephalus","Eastern Australian Reed-warbler","3136","","","","","","","","","","","","","","",""
"Gerygone tenebrosa|https://biodiversity.org.au/afd/taxa/87a28e7c-21d3-4af2-8cfd-385ca9d98524|Dusky Gerygone|Animalia|Acanthizidae","Gerygone tenebrosa","(Hall, 1901)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Dusky Gerygone","3117","","","","","","","","","","","","","","",""
"Pterodroma inexpectata|https://biodiversity.org.au/afd/taxa/aca8727a-77f6-464f-9085-ba09372907f2|Mottled Petrel|Animalia|Procellariidae","Pterodroma inexpectata","(J.R. Forster, 1844)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","Mottled Petrel","3115","","","","","","","","","","","","","","",""
"Pardalotus (Pardalotus) punctatus xanthopyge|https://biodiversity.org.au/afd/taxa/f69089e9-068c-4d37-92de-4bdf203ac847|Yellow-rumped Pardalote|Animalia|Pardalotidae","Pardalotus (Pardalotus) punctatus xanthopyge","McCoy, 1866","subspecies","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Yellow-rumped Pardalote","3099","","","","","","","","","","","","","","",""
"Sericornis (Arfakornis) beccarii|https://biodiversity.org.au/afd/taxa/a38c38c7-83d3-4a27-a516-3fa8b6f73b57|Tropical Scrubwren|Animalia|Acanthizidae","Sericornis (Arfakornis) beccarii","Salvadori, 1874","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Sericornis","Tropical Scrubwren","3073","","","","","","","","","","","","","","",""
"Acanthiza|https://biodiversity.org.au/afd/taxa/ab08156b-3c35-4b55-9157-14fee818c329||Animalia|Acanthizidae","Acanthiza","Vigors & Horsfield, 1827","genus","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","","3072","","","","","","","","","","","","","","",""
"Zoothera|https://biodiversity.org.au/afd/taxa/606fefc1-435f-442d-9881-589de9446f1f||Animalia|Turdidae","Zoothera","Vigors, 1832","genus","Animalia","Chordata","Aves","Passeriformes","Turdidae","Zoothera","","3056","","","","","","","","","","","","","","",""
"Biziura lobata menziesi|https://biodiversity.org.au/afd/taxa/f620540d-cd28-487e-ab16-602a36906082|Eastern Musk Duck|Animalia|Anatidae","Biziura lobata menziesi","Mathews, 1914","subspecies","Animalia","Chordata","Aves","Anseriformes","Anatidae","Biziura","Eastern Musk Duck","3052","","","","","Vulnerable","","","","","","","","","",""
"Turnix (Ortygodes) maculosus|https://biodiversity.org.au/afd/taxa/4a4e86b0-f45a-41da-a4a9-43ea987bb339|Red-backed Button-quail|Animalia|Turnicidae","Turnix (Ortygodes) maculosus","(Temminck, 1815)","species","Animalia","Chordata","Aves","Turniciformes","Turnicidae","Turnix","Red-backed Button-quail","3042","","","","","","","","","","","","Vulnerable","","",""
"Anhinga novaehollandiae novaehollandiae|https://biodiversity.org.au/afd/taxa/9560f55d-26da-4f86-922a-ad5e1649ba13|Australasian Darter|Animalia|Anhingidae","Anhinga novaehollandiae novaehollandiae","Gould, 1847","subspecies","Animalia","Chordata","Aves","Pelecaniformes","Anhingidae","Anhinga","Australasian Darter","3034","","","","","","","","","","","","","","",""
"Carduelis carduelis britannica|https://biodiversity.org.au/afd/taxa/ef2b6886-a263-43f2-8e22-a822532927e2|European Goldfinch|Animalia|Fringillidae","Carduelis carduelis britannica","(Hartert, 1903)","subspecies","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","European Goldfinch","3034","","","","","","","","","","","","","","",""
"Sula sula|https://biodiversity.org.au/afd/taxa/3b0d9a98-3512-4a4b-bc1f-51f0331aa337|Red-footed Booby|Animalia|Sulidae","Sula sula","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Pelecaniformes","Sulidae","Sula","Red-footed Booby","3033","","","","Listed","","Listed","","","","","","","Migratory","",""
"Geopelia placida placida|https://biodiversity.org.au/afd/taxa/18232fc2-e885-4cbf-b11e-577599f547ee|Eastern Peaceful Dove|Animalia|Columbidae","Geopelia placida placida","Gould, 1844","subspecies","Animalia","Chordata","Aves","Columbiformes","Columbidae","Geopelia","Eastern Peaceful Dove","3017","","","","","","","","","","","","","","",""
"CHARADRIIFORMES|https://biodiversity.org.au/afd/taxa/963a4568-f461-4e6b-bfec-7a4fd9be4fd8||Animalia|null","CHARADRIIFORMES","","order","Animalia","Chordata","Aves","Charadriiformes","","","","3006","","","","","","","","","","","","","","",""
"Manorina (Myzantha) melanotis|https://biodiversity.org.au/afd/taxa/ca7db878-07f9-4c93-a611-5d0aa7dcf594|Black-eared Miner|Animalia|Meliphagidae","Manorina (Myzantha) melanotis","(Wilson, 1911)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Black-eared Miner","3001","","Endangered","","","Critically Endangered","","","","","Endangered","","Critically Endangered","","",""
"Aplonis (Aplonis)|https://biodiversity.org.au/afd/taxa/e53e90e2-4a65-449e-b25a-12ff292ace02||Animalia|Sturnidae","Aplonis (Aplonis)","Gould, 1836","subgenus","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","","2977","","","","","","","","","","","","","","",""
"Pachyptila salvini|https://biodiversity.org.au/afd/taxa/17c2b897-a780-4dc8-8afa-87ef0edd570b|Salvin's Prion|Animalia|Procellariidae","Pachyptila salvini","(Mathews, 1912)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pachyptila","Salvin's Prion","2967","","","","","","","","","","","","","","",""
"Psophodes (Phodopses) nigrogularis|https://biodiversity.org.au/afd/taxa/b31735b1-9f2f-4e92-a7bb-98f9de95ada0|Western Whipbird|Animalia|Psophodidae","Psophodes (Phodopses) nigrogularis","Gould, 1844","species","Animalia","Chordata","Aves","Passeriformes","Psophodidae","Psophodes","Western Whipbird","2951","","","","","","","","","","","","","","",""
"Ardenna bulleri|https://biodiversity.org.au/afd/taxa/fa575c2b-2595-4265-a0ce-a35212646f15|Buller's Shearwater|Animalia|Procellariidae","Ardenna bulleri","(Salvin, 1888)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","Buller's Shearwater","2947","","","","","","","","","","","","","","",""
"Accipiter (Leucospiza) fasciatus fasciatus|https://biodiversity.org.au/afd/taxa/979f2a81-be4a-480e-88ce-f2726fe909d9|Southern Brown Goshawk|Animalia|Accipitridae","Accipiter (Leucospiza) fasciatus fasciatus","(Vigors & Horsfield, 1827)","subspecies","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Southern Brown Goshawk","2901","","","","","","","","Endangered","","","","","","",""
"LARIDAE|https://biodiversity.org.au/afd/taxa/70a07825-bede-4431-b62b-bd5253f448e0|Western Indian Ocean Bridled Tern|Animalia|Laridae","LARIDAE","Rafinesque, 1815","family","Animalia","Chordata","Aves","Charadriiformes","Laridae","","Western Indian Ocean Bridled Tern","2888","","","","","","","","","","","","","","",""
"Acanthorhynchus tenuirostris halmaturinus|https://biodiversity.org.au/afd/taxa/c20ed2f9-859b-40f2-87b4-7f5d372c6da3|South Australian Eastern Spinebill|Animalia|Meliphagidae","Acanthorhynchus tenuirostris halmaturinus","A.G. Campbell, 1906","subspecies","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Acanthorhynchus","South Australian Eastern Spinebill","2876","","","","","","","","","","","","","","",""
